"","id.name","count","id","cost.usdph","read.cache.load","read.cache.mem","read.cache.sto","read.cache.s3","read.spool.mem","read.spool.sto","read.spool.s3","rw.mem","rw.sto","rw.s3","rw.xchg","stat.read.spool","stat.read.work","time.cpu","time.mem","time.sto","time.s3","time.xchg","time.load","stat.time.sum","stat.time.max","stat.time.period","stat.elas.s3bw","stat.elas.effi","stat.elas.scan","stat.price.sum","stat.price.max","stat.price.period","rank","param.cpuh","param.scanned","param.cache.skew","param.spool.skew","param.spool.frac","param.do.split"
"19","x1e.32xlarge",1,"x1e.32xlarge/1",26.688,0,16,0,0,0,0,0,16,0,0,0,0,16,56.25,0.32,0,0,0,0,56.57,56.25,86400,2.5,1,16,0.419372266666667,0.417,640.512,19,1,16,0.001,0.001,0,FALSE
"20","c5.24xlarge",1,"c5.24xlarge/1",4.08,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,2.5,1,16,0.0854533333333333,0.085,97.92,1,1,16,0.001,0.001,0.1,FALSE
"21","c5d.24xlarge",1,"c5d.24xlarge/1",4.608,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,2.5,1,16,0.096512,0.096,110.592,2.5,1,16,0.001,0.001,0.1,FALSE
"22","m5.24xlarge",1,"m5.24xlarge/1",4.608,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,2.5,1,16,0.096512,0.096,110.592,2.5,1,16,0.001,0.001,0.1,FALSE
"23","c5n.18xlarge",1,"c5n.18xlarge/1",3.888,0,16,0,0,2,0,0,20,0,0,0,2,16,100,0.4,0,0,0,0,100.4,100,86400,10,1,16,0.108432,0.108,93.312,4,1,16,0.001,0.001,0.1,FALSE
"24","m5d.24xlarge",1,"m5d.24xlarge/1",5.424,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,2.5,1,16,0.113602666666667,0.113,130.176,5,1,16,0.001,0.001,0.1,FALSE
"25","h1.16xlarge",1,"h1.16xlarge/1",3.744,0,16,0,0,2,0,0,20,0,0,0,2,16,112.5,0.4,0,0,0,0,112.9,112.5,86400,2.5,1,16,0.117416,0.117,89.856,6,1,16,0.001,0.001,0.1,FALSE
"26","m5n.24xlarge",1,"m5n.24xlarge/1",5.712,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,10,1,16,0.119634666666667,0.119,137.088,7,1,16,0.001,0.001,0.1,FALSE
"27","r5.24xlarge",1,"r5.24xlarge/1",6.048,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,2.5,1,16,0.126672,0.126,145.152,8,1,16,0.001,0.001,0.1,FALSE
"28","r4.16xlarge",1,"r4.16xlarge/1",4.256,0,16,0,0,2,0,0,20,0,0,0,2,16,112.5,0.4,0,0,0,0,112.9,112.5,86400,2.5,1,16,0.133472888888889,0.133,102.144,9,1,16,0.001,0.001,0.1,FALSE
"29","m5dn.24xlarge",1,"m5dn.24xlarge/1",6.528,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,10,1,16,0.136725333333333,0.136,156.672,10,1,16,0.001,0.001,0.1,FALSE
"30","r5d.24xlarge",1,"r5d.24xlarge/1",6.912,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,2.5,1,16,0.144768,0.144,165.888,11,1,16,0.001,0.001,0.1,FALSE
"31","r5n.24xlarge",1,"r5n.24xlarge/1",7.152,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,10,1,16,0.149794666666667,0.149,171.648,12,1,16,0.001,0.001,0.1,FALSE
"32","i3.16xlarge",1,"i3.16xlarge/1",4.992,0,16,0,0,2,0,0,20,0,0,0,2,16,112.5,0.4,0,0,0,0,112.9,112.5,86400,2.5,1,16,0.156554666666667,0.156,119.808,13,1,16,0.001,0.001,0.1,FALSE
"33","inf1.24xlarge",1,"inf1.24xlarge/1",7.615,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,10,1,16,0.159491944444444,0.158645833333333,182.76,14,1,16,0.001,0.001,0.1,FALSE
"34","r5dn.24xlarge",1,"r5dn.24xlarge/1",8.016,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,10,1,16,0.167890666666667,0.167,192.384,15,1,16,0.001,0.001,0.1,FALSE
"35","z1d.12xlarge",1,"z1d.12xlarge/1",4.464,0,16,0,0,2,0,0,20,0,0,0,2,16,150,0.4,0,0,0,0,150.4,150,86400,2.5,1,16,0.186496,0.186,107.136,16,1,16,0.001,0.001,0.1,FALSE
"36","x1.32xlarge",1,"x1.32xlarge/1",13.338,0,16,0,0,2,0,0,20,0,0,0,2,16,56.25,0.4,0,0,0,0,56.65,56.25,86400,2.5,1,16,0.20988825,0.20840625,320.112,17,1,16,0.001,0.001,0.1,FALSE
"37","i3en.24xlarge",1,"i3en.24xlarge/1",10.848,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,10,1,16,0.227205333333333,0.226,260.352,18,1,16,0.001,0.001,0.1,FALSE
"38","x1e.32xlarge",1,"x1e.32xlarge/1",26.688,0,16,0,0,2,0,0,20,0,0,0,2,16,56.25,0.4,0,0,0,0,56.65,56.25,86400,2.5,1,16,0.419965333333333,0.417,640.512,19,1,16,0.001,0.001,0.1,FALSE
"39","c5.24xlarge",1,"c5.24xlarge/1",4.08,0,16,0,0,3,0,0,22,0,0,0,3,16,75,0.44,0,0,0,0,75.44,75,86400,2.5,1,16,0.0854986666666667,0.085,97.92,1,1,16,0.001,0.001,0.2,FALSE
"40","c5d.24xlarge",1,"c5d.24xlarge/1",4.608,0,16,0,0,3,0,0,22,0,0,0,3,16,75,0.44,0,0,0,0,75.44,75,86400,2.5,1,16,0.0965632,0.096,110.592,2.5,1,16,0.001,0.001,0.2,FALSE
"41","m5.24xlarge",1,"m5.24xlarge/1",4.608,0,16,0,0,3,0,0,22,0,0,0,3,16,75,0.44,0,0,0,0,75.44,75,86400,2.5,1,16,0.0965632,0.096,110.592,2.5,1,16,0.001,0.001,0.2,FALSE
"42","c5n.18xlarge",1,"c5n.18xlarge/1",3.888,0,16,0,0,3,0,0,22,0,0,0,3,16,100,0.44,0,0,0,0,100.44,100,86400,10,1,16,0.1084752,0.108,93.312,4,1,16,0.001,0.001,0.2,FALSE
"43","m5d.24xlarge",1,"m5d.24xlarge/1",5.424,0,16,0,0,3,0,0,22,0,0,0,3,16,75,0.44,0,0,0,0,75.44,75,86400,2.5,1,16,0.113662933333333,0.113,130.176,5,1,16,0.001,0.001,0.2,FALSE
"44","h1.16xlarge",1,"h1.16xlarge/1",3.744,0,16,0,0,3,0,0,22,0,0,0,3,16,112.5,0.44,0,0,0,0,112.94,112.5,86400,2.5,1,16,0.1174576,0.117,89.856,6,1,16,0.001,0.001,0.2,FALSE
"45","m5n.24xlarge",1,"m5n.24xlarge/1",5.712,0,16,0,0,3,0,0,22,0,0,0,3,16,75,0.44,0,0,0,0,75.44,75,86400,10,1,16,0.119698133333333,0.119,137.088,7,1,16,0.001,0.001,0.2,FALSE
"46","r5.24xlarge",1,"r5.24xlarge/1",6.048,0,16,0,0,3,0,0,22,0,0,0,3,16,75,0.44,0,0,0,0,75.44,75,86400,2.5,1,16,0.1267392,0.126,145.152,8,1,16,0.001,0.001,0.2,FALSE
"47","r4.16xlarge",1,"r4.16xlarge/1",4.256,0,16,0,0,3,0,0,22,0,0,0,3,16,112.5,0.44,0,0,0,0,112.94,112.5,86400,2.5,1,16,0.133520177777778,0.133,102.144,9,1,16,0.001,0.001,0.2,FALSE
"48","m5dn.24xlarge",1,"m5dn.24xlarge/1",6.528,0,16,0,0,3,0,0,22,0,0,0,3,16,75,0.44,0,0,0,0,75.44,75,86400,10,1,16,0.136797866666667,0.136,156.672,10,1,16,0.001,0.001,0.2,FALSE
"49","r5d.24xlarge",1,"r5d.24xlarge/1",6.912,0,16,0,0,3,0,0,22,0,0,0,3,16,75,0.44,0,0,0,0,75.44,75,86400,2.5,1,16,0.1448448,0.144,165.888,11,1,16,0.001,0.001,0.2,FALSE
"50","r5n.24xlarge",1,"r5n.24xlarge/1",7.152,0,16,0,0,3,0,0,22,0,0,0,3,16,75,0.44,0,0,0,0,75.44,75,86400,10,1,16,0.149874133333333,0.149,171.648,12,1,16,0.001,0.001,0.2,FALSE
"51","i3.16xlarge",1,"i3.16xlarge/1",4.992,0,16,0,0,3,0,0,22,0,0,0,3,16,112.5,0.44,0,0,0,0,112.94,112.5,86400,2.5,1,16,0.156610133333333,0.156,119.808,13,1,16,0.001,0.001,0.2,FALSE
"52","inf1.24xlarge",1,"inf1.24xlarge/1",7.615,0,16,0,0,3,0,0,22,0,0,0,3,16,75,0.44,0,0,0,0,75.44,75,86400,10,1,16,0.159576555555556,0.158645833333333,182.76,14,1,16,0.001,0.001,0.2,FALSE
"53","r5dn.24xlarge",1,"r5dn.24xlarge/1",8.016,0,16,0,0,3,0,0,22,0,0,0,3,16,75,0.44,0,0,0,0,75.44,75,86400,10,1,16,0.167979733333333,0.167,192.384,15,1,16,0.001,0.001,0.2,FALSE
"54","z1d.12xlarge",1,"z1d.12xlarge/1",4.464,0,16,0,0,3,0,0,22,0,0,0,3,16,150,0.44,0,0,0,0,150.44,150,86400,2.5,1,16,0.1865456,0.186,107.136,16,1,16,0.001,0.001,0.2,FALSE
"55","x1.32xlarge",1,"x1.32xlarge/1",13.338,0,16,0,0,3,0,0,22,0,0,0,3,16,56.25,0.44,0,0,0,0,56.69,56.25,86400,2.5,1,16,0.21003645,0.20840625,320.112,17,1,16,0.001,0.001,0.2,FALSE
"56","i3en.24xlarge",1,"i3en.24xlarge/1",10.848,0,16,0,0,3,0,0,22,0,0,0,3,16,75,0.44,0,0,0,0,75.44,75,86400,10,1,16,0.227325866666667,0.226,260.352,18,1,16,0.001,0.001,0.2,FALSE
"57","x1e.32xlarge",1,"x1e.32xlarge/1",26.688,0,16,0,0,3,0,0,22,0,0,0,3,16,56.25,0.44,0,0,0,0,56.69,56.25,86400,2.5,1,16,0.420261866666667,0.417,640.512,19,1,16,0.001,0.001,0.2,FALSE
"58","c5.24xlarge",1,"c5.24xlarge/1",4.08,0,16,0,0,5,0,0,26,0,0,0,5,16,75,0.52,0,0,0,0,75.52,75,86400,2.5,1,16,0.0855893333333333,0.085,97.92,1,1,16,0.001,0.001,0.3,FALSE
"59","c5d.24xlarge",1,"c5d.24xlarge/1",4.608,0,16,0,0,5,0,0,26,0,0,0,5,16,75,0.52,0,0,0,0,75.52,75,86400,2.5,1,16,0.0966656,0.096,110.592,2.5,1,16,0.001,0.001,0.3,FALSE
"60","m5.24xlarge",1,"m5.24xlarge/1",4.608,0,16,0,0,5,0,0,26,0,0,0,5,16,75,0.52,0,0,0,0,75.52,75,86400,2.5,1,16,0.0966656,0.096,110.592,2.5,1,16,0.001,0.001,0.3,FALSE
"61","c5n.18xlarge",1,"c5n.18xlarge/1",3.888,0,16,0,0,5,0,0,26,0,0,0,5,16,100,0.52,0,0,0,0,100.52,100,86400,10,1,16,0.1085616,0.108,93.312,4,1,16,0.001,0.001,0.3,FALSE
"62","m5d.24xlarge",1,"m5d.24xlarge/1",5.424,0,16,0,0,5,0,0,26,0,0,0,5,16,75,0.52,0,0,0,0,75.52,75,86400,2.5,1,16,0.113783466666667,0.113,130.176,5,1,16,0.001,0.001,0.3,FALSE
"63","h1.16xlarge",1,"h1.16xlarge/1",3.744,0,16,0,0,5,0,0,26,0,0,0,5,16,112.5,0.52,0,0,0,0,113.02,112.5,86400,2.5,1,16,0.1175408,0.117,89.856,6,1,16,0.001,0.001,0.3,FALSE
"64","m5n.24xlarge",1,"m5n.24xlarge/1",5.712,0,16,0,0,5,0,0,26,0,0,0,5,16,75,0.52,0,0,0,0,75.52,75,86400,10,1,16,0.119825066666667,0.119,137.088,7,1,16,0.001,0.001,0.3,FALSE
"65","r5.24xlarge",1,"r5.24xlarge/1",6.048,0,16,0,0,5,0,0,26,0,0,0,5,16,75,0.52,0,0,0,0,75.52,75,86400,2.5,1,16,0.1268736,0.126,145.152,8,1,16,0.001,0.001,0.3,FALSE
"66","r4.16xlarge",1,"r4.16xlarge/1",4.256,0,16,0,0,5,0,0,26,0,0,0,5,16,112.5,0.52,0,0,0,0,113.02,112.5,86400,2.5,1,16,0.133614755555556,0.133,102.144,9,1,16,0.001,0.001,0.3,FALSE
"67","m5dn.24xlarge",1,"m5dn.24xlarge/1",6.528,0,16,0,0,5,0,0,26,0,0,0,5,16,75,0.52,0,0,0,0,75.52,75,86400,10,1,16,0.136942933333333,0.136,156.672,10,1,16,0.001,0.001,0.3,FALSE
"68","r5d.24xlarge",1,"r5d.24xlarge/1",6.912,0,16,0,0,5,0,0,26,0,0,0,5,16,75,0.52,0,0,0,0,75.52,75,86400,2.5,1,16,0.1449984,0.144,165.888,11,1,16,0.001,0.001,0.3,FALSE
"69","r5n.24xlarge",1,"r5n.24xlarge/1",7.152,0,16,0,0,5,0,0,26,0,0,0,5,16,75,0.52,0,0,0,0,75.52,75,86400,10,1,16,0.150033066666667,0.149,171.648,12,1,16,0.001,0.001,0.3,FALSE
"70","i3.16xlarge",1,"i3.16xlarge/1",4.992,0,16,0,0,5,0,0,26,0,0,0,5,16,112.5,0.52,0,0,0,0,113.02,112.5,86400,2.5,1,16,0.156721066666667,0.156,119.808,13,1,16,0.001,0.001,0.3,FALSE
"71","inf1.24xlarge",1,"inf1.24xlarge/1",7.615,0,16,0,0,5,0,0,26,0,0,0,5,16,75,0.52,0,0,0,0,75.52,75,86400,10,1,16,0.159745777777778,0.158645833333333,182.76,14,1,16,0.001,0.001,0.3,FALSE
"72","r5dn.24xlarge",1,"r5dn.24xlarge/1",8.016,0,16,0,0,5,0,0,26,0,0,0,5,16,75,0.52,0,0,0,0,75.52,75,86400,10,1,16,0.168157866666667,0.167,192.384,15,1,16,0.001,0.001,0.3,FALSE
"73","z1d.12xlarge",1,"z1d.12xlarge/1",4.464,0,16,0,0,5,0,0,26,0,0,0,5,16,150,0.52,0,0,0,0,150.52,150,86400,2.5,1,16,0.1866448,0.186,107.136,16,1,16,0.001,0.001,0.3,FALSE
"74","x1.32xlarge",1,"x1.32xlarge/1",13.338,0,16,0,0,5,0,0,26,0,0,0,5,16,56.25,0.52,0,0,0,0,56.77,56.25,86400,2.5,1,16,0.21033285,0.20840625,320.112,17,1,16,0.001,0.001,0.3,FALSE
"75","i3en.24xlarge",1,"i3en.24xlarge/1",10.848,0,16,0,0,5,0,0,26,0,0,0,5,16,75,0.52,0,0,0,0,75.52,75,86400,10,1,16,0.227566933333333,0.226,260.352,18,1,16,0.001,0.001,0.3,FALSE
"76","x1e.32xlarge",1,"x1e.32xlarge/1",26.688,0,16,0,0,5,0,0,26,0,0,0,5,16,56.25,0.52,0,0,0,0,56.77,56.25,86400,2.5,1,16,0.420854933333333,0.417,640.512,19,1,16,0.001,0.001,0.3,FALSE
"77","c5.24xlarge",1,"c5.24xlarge/1",4.08,0,16,0,0,6,0,0,28,0,0,0,6,16,75,0.56,0,0,0,0,75.56,75,86400,2.5,1,16,0.0856346666666667,0.085,97.92,1,1,16,0.001,0.001,0.4,FALSE
"78","c5d.24xlarge",1,"c5d.24xlarge/1",4.608,0,16,0,0,6,0,0,28,0,0,0,6,16,75,0.56,0,0,0,0,75.56,75,86400,2.5,1,16,0.0967168,0.096,110.592,2.5,1,16,0.001,0.001,0.4,FALSE
"79","m5.24xlarge",1,"m5.24xlarge/1",4.608,0,16,0,0,6,0,0,28,0,0,0,6,16,75,0.56,0,0,0,0,75.56,75,86400,2.5,1,16,0.0967168,0.096,110.592,2.5,1,16,0.001,0.001,0.4,FALSE
"80","c5n.18xlarge",1,"c5n.18xlarge/1",3.888,0,16,0,0,6,0,0,28,0,0,0,6,16,100,0.56,0,0,0,0,100.56,100,86400,10,1,16,0.1086048,0.108,93.312,4,1,16,0.001,0.001,0.4,FALSE
"81","m5d.24xlarge",1,"m5d.24xlarge/1",5.424,0,16,0,0,6,0,0,28,0,0,0,6,16,75,0.56,0,0,0,0,75.56,75,86400,2.5,1,16,0.113843733333333,0.113,130.176,5,1,16,0.001,0.001,0.4,FALSE
"82","h1.16xlarge",1,"h1.16xlarge/1",3.744,0,16,0,0,6,0,0,28,0,0,0,6,16,112.5,0.56,0,0,0,0,113.06,112.5,86400,2.5,1,16,0.1175824,0.117,89.856,6,1,16,0.001,0.001,0.4,FALSE
"83","m5n.24xlarge",1,"m5n.24xlarge/1",5.712,0,16,0,0,6,0,0,28,0,0,0,6,16,75,0.56,0,0,0,0,75.56,75,86400,10,1,16,0.119888533333333,0.119,137.088,7,1,16,0.001,0.001,0.4,FALSE
"84","r5.24xlarge",1,"r5.24xlarge/1",6.048,0,16,0,0,6,0,0,28,0,0,0,6,16,75,0.56,0,0,0,0,75.56,75,86400,2.5,1,16,0.1269408,0.126,145.152,8,1,16,0.001,0.001,0.4,FALSE
"85","r4.16xlarge",1,"r4.16xlarge/1",4.256,0,16,0,0,6,0,0,28,0,0,0,6,16,112.5,0.56,0,0,0,0,113.06,112.5,86400,2.5,1,16,0.133662044444444,0.133,102.144,9,1,16,0.001,0.001,0.4,FALSE
"86","m5dn.24xlarge",1,"m5dn.24xlarge/1",6.528,0,16,0,0,6,0,0,28,0,0,0,6,16,75,0.56,0,0,0,0,75.56,75,86400,10,1,16,0.137015466666667,0.136,156.672,10,1,16,0.001,0.001,0.4,FALSE
"87","r5d.24xlarge",1,"r5d.24xlarge/1",6.912,0,16,0,0,6,0,0,28,0,0,0,6,16,75,0.56,0,0,0,0,75.56,75,86400,2.5,1,16,0.1450752,0.144,165.888,11,1,16,0.001,0.001,0.4,FALSE
"88","r5n.24xlarge",1,"r5n.24xlarge/1",7.152,0,16,0,0,6,0,0,28,0,0,0,6,16,75,0.56,0,0,0,0,75.56,75,86400,10,1,16,0.150112533333333,0.149,171.648,12,1,16,0.001,0.001,0.4,FALSE
"89","i3.16xlarge",1,"i3.16xlarge/1",4.992,0,16,0,0,6,0,0,28,0,0,0,6,16,112.5,0.56,0,0,0,0,113.06,112.5,86400,2.5,1,16,0.156776533333333,0.156,119.808,13,1,16,0.001,0.001,0.4,FALSE
"90","inf1.24xlarge",1,"inf1.24xlarge/1",7.615,0,16,0,0,6,0,0,28,0,0,0,6,16,75,0.56,0,0,0,0,75.56,75,86400,10,1,16,0.159830388888889,0.158645833333333,182.76,14,1,16,0.001,0.001,0.4,FALSE
"91","r5dn.24xlarge",1,"r5dn.24xlarge/1",8.016,0,16,0,0,6,0,0,28,0,0,0,6,16,75,0.56,0,0,0,0,75.56,75,86400,10,1,16,0.168246933333333,0.167,192.384,15,1,16,0.001,0.001,0.4,FALSE
"92","z1d.12xlarge",1,"z1d.12xlarge/1",4.464,0,16,0,0,6,0,0,28,0,0,0,6,16,150,0.56,0,0,0,0,150.56,150,86400,2.5,1,16,0.1866944,0.186,107.136,16,1,16,0.001,0.001,0.4,FALSE
"93","x1.32xlarge",1,"x1.32xlarge/1",13.338,0,16,0,0,6,0,0,28,0,0,0,6,16,56.25,0.56,0,0,0,0,56.81,56.25,86400,2.5,1,16,0.21048105,0.20840625,320.112,17,1,16,0.001,0.001,0.4,FALSE
"94","i3en.24xlarge",1,"i3en.24xlarge/1",10.848,0,16,0,0,6,0,0,28,0,0,0,6,16,75,0.56,0,0,0,0,75.56,75,86400,10,1,16,0.227687466666667,0.226,260.352,18,1,16,0.001,0.001,0.4,FALSE
"95","x1e.32xlarge",1,"x1e.32xlarge/1",26.688,0,16,0,0,6,0,0,28,0,0,0,6,16,56.25,0.56,0,0,0,0,56.81,56.25,86400,2.5,1,16,0.421151466666667,0.417,640.512,19,1,16,0.001,0.001,0.4,FALSE
"96","c5.24xlarge",1,"c5.24xlarge/1",4.08,0,16,0,0,8,0,0,32,0,0,0,8,16,75,0.64,0,0,0,0,75.64,75,86400,2.5,1,16,0.0857253333333333,0.085,97.92,1,1,16,0.001,0.001,0.5,FALSE
"97","c5d.24xlarge",1,"c5d.24xlarge/1",4.608,0,16,0,0,8,0,0,32,0,0,0,8,16,75,0.64,0,0,0,0,75.64,75,86400,2.5,1,16,0.0968192,0.096,110.592,2.5,1,16,0.001,0.001,0.5,FALSE
"98","m5.24xlarge",1,"m5.24xlarge/1",4.608,0,16,0,0,8,0,0,32,0,0,0,8,16,75,0.64,0,0,0,0,75.64,75,86400,2.5,1,16,0.0968192,0.096,110.592,2.5,1,16,0.001,0.001,0.5,FALSE
"99","c5n.18xlarge",1,"c5n.18xlarge/1",3.888,0,16,0,0,8,0,0,32,0,0,0,8,16,100,0.64,0,0,0,0,100.64,100,86400,10,1,16,0.1086912,0.108,93.312,4,1,16,0.001,0.001,0.5,FALSE
"100","m5d.24xlarge",1,"m5d.24xlarge/1",5.424,0,16,0,0,8,0,0,32,0,0,0,8,16,75,0.64,0,0,0,0,75.64,75,86400,2.5,1,16,0.113964266666667,0.113,130.176,5,1,16,0.001,0.001,0.5,FALSE
"101","h1.16xlarge",1,"h1.16xlarge/1",3.744,0,16,0,0,8,0,0,32,0,0,0,8,16,112.5,0.64,0,0,0,0,113.14,112.5,86400,2.5,1,16,0.1176656,0.117,89.856,6,1,16,0.001,0.001,0.5,FALSE
"102","m5n.24xlarge",1,"m5n.24xlarge/1",5.712,0,16,0,0,8,0,0,32,0,0,0,8,16,75,0.64,0,0,0,0,75.64,75,86400,10,1,16,0.120015466666667,0.119,137.088,7,1,16,0.001,0.001,0.5,FALSE
"103","r5.24xlarge",1,"r5.24xlarge/1",6.048,0,16,0,0,8,0,0,32,0,0,0,8,16,75,0.64,0,0,0,0,75.64,75,86400,2.5,1,16,0.1270752,0.126,145.152,8,1,16,0.001,0.001,0.5,FALSE
"104","r4.16xlarge",1,"r4.16xlarge/1",4.256,0,16,0,0,8,0,0,32,0,0,0,8,16,112.5,0.64,0,0,0,0,113.14,112.5,86400,2.5,1,16,0.133756622222222,0.133,102.144,9,1,16,0.001,0.001,0.5,FALSE
"105","m5dn.24xlarge",1,"m5dn.24xlarge/1",6.528,0,16,0,0,8,0,0,32,0,0,0,8,16,75,0.64,0,0,0,0,75.64,75,86400,10,1,16,0.137160533333333,0.136,156.672,10,1,16,0.001,0.001,0.5,FALSE
"106","r5d.24xlarge",1,"r5d.24xlarge/1",6.912,0,16,0,0,8,0,0,32,0,0,0,8,16,75,0.64,0,0,0,0,75.64,75,86400,2.5,1,16,0.1452288,0.144,165.888,11,1,16,0.001,0.001,0.5,FALSE
