instance.type,vCPU,memory,savings.over.ondemand,freq.text,region.name,region.id,freq.num
d2.4xlarge,16,122,70%,>20%,US East (N. Virginia),us-east-1,25
r5a.12xlarge,48,384,68%,>20%,US East (N. Virginia),us-east-1,25
x1e.8xlarge,32,976,70%,>20%,US East (N. Virginia),us-east-1,25
m1.xlarge,4,15,90%,>20%,US East (N. Virginia),us-east-1,25
r5a.8xlarge,32,256,68%,>20%,US East (N. Virginia),us-east-1,25
r3.4xlarge,16,122,79%,>20%,US East (N. Virginia),us-east-1,25
m5.xlarge,4,16,56%,>20%,US East (N. Virginia),us-east-1,25
r4.8xlarge,32,244,74%,>20%,US East (N. Virginia),us-east-1,25
i2.xlarge,4,30.5,70%,>20%,US East (N. Virginia),us-east-1,25
t1.micro,1,0.61,90%,>20%,US East (N. Virginia),us-east-1,25
i3.2xlarge,8,61,68%,>20%,US East (N. Virginia),us-east-1,25
c1.medium,2,1.7,90%,>20%,US East (N. Virginia),us-east-1,25
i3.16xlarge,64,488,70%,>20%,US East (N. Virginia),us-east-1,25
m1.medium,1,3.75,90%,>20%,US East (N. Virginia),us-east-1,25
m5.4xlarge,16,64,58%,>20%,US East (N. Virginia),us-east-1,25
x1e.xlarge,4,122,70%,>20%,US East (N. Virginia),us-east-1,25
r4.4xlarge,16,122,74%,>20%,US East (N. Virginia),us-east-1,25
i3.xlarge,4,30.5,67%,>20%,US East (N. Virginia),us-east-1,25
m5.12xlarge,48,192,64%,>20%,US East (N. Virginia),us-east-1,25
z1d.xlarge,4,32,70%,>20%,US East (N. Virginia),us-east-1,25
p3.2xlarge,8,61,70%,>20%,US East (N. Virginia),us-east-1,25
d2.8xlarge,36,244,70%,>20%,US East (N. Virginia),us-east-1,25
p3.8xlarge,32,244,70%,>20%,US East (N. Virginia),us-east-1,25
m5d.large,2,8,76%,<5%,US West (N. California),us-west-1,5
c5.2xlarge,8,16,65%,<5%,US West (N. California),us-west-1,5
m4.10xlarge,40,160,74%,<5%,US West (N. California),us-west-1,5
c4.xlarge,4,7.5,76%,<5%,US West (N. California),us-west-1,5
r5.2xlarge,8,64,75%,<5%,US West (N. California),us-west-1,5
t2.medium,2,4,70%,<5%,US West (N. California),us-west-1,5
r5d.2xlarge,8,64,77%,<5%,US West (N. California),us-west-1,5
r5.8xlarge,32,256,76%,<5%,US West (N. California),us-west-1,5
t3.large,2,8,70%,<5%,US West (N. California),us-west-1,5
t2.xlarge,4,16,70%,<5%,US West (N. California),us-west-1,5
t2.micro,1,1,70%,<5%,US West (N. California),us-west-1,5
t3.nano,2,0.5,69%,<5%,US West (N. California),us-west-1,5
c5n.metal,72,192,0%,<5%,US West (N. California),us-west-1,5
c3.2xlarge,8,15,77%,<5%,US West (N. California),us-west-1,5
r4.xlarge,4,30.5,78%,<5%,US West (N. California),us-west-1,5
c4.8xlarge,36,60,76%,<5%,US West (N. California),us-west-1,5
t3.small,2,2,70%,<5%,US West (N. California),us-west-1,5
m4.16xlarge,64,256,78%,<5%,US West (N. California),us-west-1,5
t2.small,1,2,70%,<5%,US West (N. California),us-west-1,5
c5.xlarge,4,8,71%,<5%,US West (N. California),us-west-1,5
c5.4xlarge,16,32,70%,<5%,US West (N. California),us-west-1,5
r5.xlarge,4,32,71%,<5%,US West (N. California),us-west-1,5
r3.2xlarge,8,61,81%,<5%,US West (N. California),us-west-1,5
t3.medium,2,4,70%,<5%,US West (N. California),us-west-1,5
m5ad.xlarge,4,16,73%,<5%,US West (N. California),us-west-1,5
r4.16xlarge,64,488,78%,<5%,US West (N. California),us-west-1,5
c3.8xlarge,32,60,77%,<5%,US West (N. California),us-west-1,5
m4.xlarge,4,16,74%,<5%,US West (N. California),us-west-1,5
t3a.nano,2,0.5,64%,<5%,US West (N. California),us-west-1,5
c5d.xlarge,4,8,74%,<5%,US West (N. California),us-west-1,5
m4.large,2,8,74%,<5%,US West (N. California),us-west-1,5
g4dn.8xlarge,32,128,70%,<5%,US West (N. California),us-west-1,5
t3a.micro,2,1,70%,<5%,US West (N. California),us-west-1,5
r3.xlarge,4,30.5,83%,<5%,US West (N. California),us-west-1,5
r3.8xlarge,32,244,83%,<5%,US West (N. California),us-west-1,5
c5d.large,2,4,74%,<5%,US West (N. California),us-west-1,5
t3.micro,2,1,70%,<5%,US West (N. California),us-west-1,5
m3.2xlarge,8,30,81%,<5%,US West (N. California),us-west-1,5
c5.large,2,4,71%,<5%,US West (N. California),us-west-1,5
t3a.large,2,8,70%,<5%,US West (N. California),us-west-1,5
m4.2xlarge,8,32,74%,<5%,US West (N. California),us-west-1,5
m3.medium,1,3.75,90%,<5%,US West (N. California),us-west-1,5
c4.large,2,3.75,76%,<5%,US West (N. California),us-west-1,5
r4.2xlarge,8,61,78%,<5%,US West (N. California),us-west-1,5
c3.4xlarge,16,30,77%,<5%,US West (N. California),us-west-1,5
r3.large,2,15.25,83%,<5%,US West (N. California),us-west-1,5
c4.2xlarge,8,15,76%,<5%,US West (N. California),us-west-1,5
r3.4xlarge,16,122,81%,<5%,US West (N. California),us-west-1,5
r4.8xlarge,32,244,78%,<5%,US West (N. California),us-west-1,5
m3.large,2,7.5,81%,<5%,US West (N. California),us-west-1,5
m4.4xlarge,16,64,74%,<5%,US West (N. California),us-west-1,5
m3.xlarge,4,15,81%,<5%,US West (N. California),us-west-1,5
m5d.xlarge,4,16,75%,<5%,US West (N. California),us-west-1,5
r4.large,2,15.25,78%,<5%,US West (N. California),us-west-1,5
m5a.xlarge,4,16,68%,<5%,US West (N. California),us-west-1,5
c3.xlarge,4,7.5,77%,<5%,US West (N. California),us-west-1,5
g4dn.xlarge,4,16,70%,<5%,US West (N. California),us-west-1,5
c5.24xlarge,96,192,71%,<5%,US West (N. California),us-west-1,5
c4.4xlarge,16,30,76%,<5%,US West (N. California),us-west-1,5
r4.4xlarge,16,122,67%,<5%,US West (N. California),us-west-1,5
c5d.9xlarge,36,72,74%,<5%,US West (N. California),us-west-1,5
m5ad.2xlarge,8,32,74%,5-10%,US West (N. California),us-west-1,10
m5.24xlarge,96,384,71%,5-10%,US West (N. California),us-west-1,10
r5.large,2,16,76%,5-10%,US West (N. California),us-west-1,10
g4dn.2xlarge,8,32,70%,5-10%,US West (N. California),us-west-1,10
r5.12xlarge,48,384,76%,5-10%,US West (N. California),us-west-1,10
r5.24xlarge,96,768,76%,5-10%,US West (N. California),us-west-1,10
i3en.3xlarge,12,96,70%,5-10%,US West (N. California),us-west-1,10
r5a.large,2,16,73%,5-10%,US West (N. California),us-west-1,10
t2.large,2,8,70%,5-10%,US West (N. California),us-west-1,10
c5.9xlarge,36,72,71%,5-10%,US West (N. California),us-west-1,10
i3en.metal,96,768,70%,5-10%,US West (N. California),us-west-1,10
m5.large,2,8,71%,5-10%,US West (N. California),us-west-1,10
r5.16xlarge,64,512,76%,5-10%,US West (N. California),us-west-1,10
g4dn.4xlarge,16,64,70%,5-10%,US West (N. California),us-west-1,10
c5n.large,2,5.25,77%,5-10%,US West (N. California),us-west-1,10
m5d.12xlarge,48,192,76%,5-10%,US West (N. California),us-west-1,10
c5n.9xlarge,36,96,77%,5-10%,US West (N. California),us-west-1,10
c5.metal,96,192,71%,5-10%,US West (N. California),us-west-1,10
m5d.8xlarge,32,128,70%,5-10%,US West (N. California),us-west-1,10
t3a.medium,2,4,70%,5-10%,US West (N. California),us-west-1,10
r5ad.24xlarge,96,768,77%,5-10%,US West (N. California),us-west-1,10
c5d.12xlarge,48,96,74%,5-10%,US West (N. California),us-west-1,10
t3a.small,2,2,70%,5-10%,US West (N. California),us-west-1,10
m5.2xlarge,8,32,71%,5-10%,US West (N. California),us-west-1,10
r5ad.12xlarge,48,384,77%,5-10%,US West (N. California),us-west-1,10
r5.metal,96,768,84%,5-10%,US West (N. California),us-west-1,10
r5d.4xlarge,16,128,66%,5-10%,US West (N. California),us-west-1,10
c3.large,2,3.75,77%,5-10%,US West (N. California),us-west-1,10
r5a.12xlarge,48,384,73%,5-10%,US West (N. California),us-west-1,10
c5.18xlarge,72,144,71%,5-10%,US West (N. California),us-west-1,10
m5ad.large,2,8,74%,5-10%,US West (N. California),us-west-1,10
r5a.8xlarge,32,256,73%,5-10%,US West (N. California),us-west-1,10
r5a.4xlarge,16,128,73%,5-10%,US West (N. California),us-west-1,10
m5.xlarge,4,16,70%,5-10%,US West (N. California),us-west-1,10
m5ad.16xlarge,64,256,74%,5-10%,US West (N. California),us-west-1,10
t2.2xlarge,8,32,70%,5-10%,US West (N. California),us-west-1,10
m5d.24xlarge,96,384,76%,5-10%,US West (N. California),us-west-1,10
c5d.24xlarge,96,192,74%,5-10%,US West (N. California),us-west-1,10
g4dn.12xlarge,48,192,70%,5-10%,US West (N. California),us-west-1,10
c5d.18xlarge,72,144,74%,5-10%,US West (N. California),us-west-1,10
t3.2xlarge,8,32,70%,5-10%,US West (N. California),us-west-1,10
m5.12xlarge,48,192,71%,5-10%,US West (N. California),us-west-1,10
r5.4xlarge,16,128,61%,5-10%,US West (N. California),us-west-1,10
i3en.2xlarge,8,64,70%,10-15%,US West (N. California),us-west-1,15
c5.12xlarge,48,96,71%,10-15%,US West (N. California),us-west-1,15
m5.8xlarge,32,128,71%,10-15%,US West (N. California),us-west-1,15
m5ad.8xlarge,32,128,74%,10-15%,US West (N. California),us-west-1,15
m5d.16xlarge,64,256,76%,10-15%,US West (N. California),us-west-1,15
r5d.large,2,16,79%,10-15%,US West (N. California),us-west-1,15
m5a.4xlarge,16,64,68%,10-15%,US West (N. California),us-west-1,15
i3en.6xlarge,24,192,70%,10-15%,US West (N. California),us-west-1,15
i3en.large,2,16,70%,10-15%,US West (N. California),us-west-1,15
m5d.metal,96,384,76%,10-15%,US West (N. California),us-west-1,15
r5ad.8xlarge,32,256,77%,10-15%,US West (N. California),us-west-1,15
c5d.2xlarge,8,16,74%,10-15%,US West (N. California),us-west-1,15
m5ad.4xlarge,16,64,74%,10-15%,US West (N. California),us-west-1,15
r5ad.4xlarge,16,128,77%,10-15%,US West (N. California),us-west-1,15
m5ad.12xlarge,48,192,74%,10-15%,US West (N. California),us-west-1,15
r5ad.xlarge,4,32,75%,10-15%,US West (N. California),us-west-1,15
m5.16xlarge,64,256,71%,10-15%,US West (N. California),us-west-1,15
r5a.24xlarge,96,768,73%,10-15%,US West (N. California),us-west-1,15
r5d.xlarge,4,32,79%,10-15%,US West (N. California),us-west-1,15
i3en.12xlarge,48,384,70%,10-15%,US West (N. California),us-west-1,15
i3en.24xlarge,96,768,70%,10-15%,US West (N. California),us-west-1,15
r5ad.16xlarge,64,512,77%,10-15%,US West (N. California),us-west-1,15
m5ad.24xlarge,96,384,74%,10-15%,US West (N. California),us-west-1,15
t3a.2xlarge,8,32,70%,10-15%,US West (N. California),us-west-1,15
c5n.18xlarge,72,192,77%,10-15%,US West (N. California),us-west-1,15
r5ad.2xlarge,8,64,77%,10-15%,US West (N. California),us-west-1,15
t3a.xlarge,4,16,70%,10-15%,US West (N. California),us-west-1,15
r5a.xlarge,4,32,73%,10-15%,US West (N. California),us-west-1,15
r5d.24xlarge,96,768,79%,10-15%,US West (N. California),us-west-1,15
g4dn.16xlarge,64,256,70%,10-15%,US West (N. California),us-west-1,15
m5a.8xlarge,32,128,68%,10-15%,US West (N. California),us-west-1,15
m5.4xlarge,16,64,66%,10-15%,US West (N. California),us-west-1,15
m5a.2xlarge,8,32,66%,10-15%,US West (N. California),us-west-1,15
r5ad.large,2,16,77%,10-15%,US West (N. California),us-west-1,15
c5n.2xlarge,8,21,77%,15-20%,US West (N. California),us-west-1,20
r5d.16xlarge,64,512,79%,15-20%,US West (N. California),us-west-1,20
m5a.12xlarge,48,192,68%,15-20%,US West (N. California),us-west-1,20
r5a.16xlarge,64,512,73%,15-20%,US West (N. California),us-west-1,20
t3.xlarge,4,16,70%,15-20%,US West (N. California),us-west-1,20
r5d.12xlarge,48,384,79%,15-20%,US West (N. California),us-west-1,20
r5d.8xlarge,32,256,79%,15-20%,US West (N. California),us-west-1,20
m5a.24xlarge,96,384,68%,15-20%,US West (N. California),us-west-1,20
m5d.2xlarge,8,32,67%,15-20%,US West (N. California),us-west-1,20
r5a.2xlarge,8,64,73%,15-20%,US West (N. California),us-west-1,20
c5d.4xlarge,16,32,72%,15-20%,US West (N. California),us-west-1,20
i3.metal,64,512,70%,>20%,US West (N. California),us-west-1,25
g2.2xlarge,8,15,70%,>20%,US West (N. California),us-west-1,25
i3.large,2,15.25,70%,>20%,US West (N. California),us-west-1,25
m1.small,1,1.7,90%,>20%,US West (N. California),us-west-1,25
m5.metal,96,384,81%,>20%,US West (N. California),us-west-1,25
z1d.12xlarge,48,384,70%,>20%,US West (N. California),us-west-1,25
m2.4xlarge,8,68.4,90%,>20%,US West (N. California),us-west-1,25
c5d.metal,96,192,74%,>20%,US West (N. California),us-west-1,25
g3.4xlarge,16,122,70%,>20%,US West (N. California),us-west-1,25
r5d.metal,96,768,86%,>20%,US West (N. California),us-west-1,25
i3.4xlarge,16,122,70%,>20%,US West (N. California),us-west-1,25
i2.4xlarge,16,122,70%,>20%,US West (N. California),us-west-1,25
c5n.xlarge,4,10.5,77%,>20%,US West (N. California),us-west-1,25
m2.xlarge,2,17.1,90%,>20%,US West (N. California),us-west-1,25
i2.8xlarge,32,244,70%,>20%,US West (N. California),us-west-1,25
z1d.metal,48,384,70%,>20%,US West (N. California),us-west-1,25
d2.2xlarge,8,61,70%,>20%,US West (N. California),us-west-1,25
c1.xlarge,8,7,90%,>20%,US West (N. California),us-west-1,25
d2.xlarge,4,30.5,70%,>20%,US West (N. California),us-west-1,25
i3.8xlarge,32,244,70%,>20%,US West (N. California),us-west-1,25
i2.2xlarge,8,61,70%,>20%,US West (N. California),us-west-1,25
m5a.large,2,8,51%,>20%,US West (N. California),us-west-1,25
z1d.3xlarge,12,96,70%,>20%,US West (N. California),us-west-1,25
m1.large,2,7.5,90%,>20%,US West (N. California),us-west-1,25
m2.2xlarge,4,34.2,90%,>20%,US West (N. California),us-west-1,25
z1d.6xlarge,24,192,70%,>20%,US West (N. California),us-west-1,25
c5n.4xlarge,16,42,76%,>20%,US West (N. California),us-west-1,25
z1d.large,2,16,70%,>20%,US West (N. California),us-west-1,25
g2.8xlarge,32,60,70%,>20%,US West (N. California),us-west-1,25
z1d.2xlarge,8,64,70%,>20%,US West (N. California),us-west-1,25
d2.4xlarge,16,122,70%,>20%,US West (N. California),us-west-1,25
m1.xlarge,4,15,90%,>20%,US West (N. California),us-west-1,25
m5a.16xlarge,64,256,68%,>20%,US West (N. California),us-west-1,25
i2.xlarge,4,30.5,70%,>20%,US West (N. California),us-west-1,25
m5d.4xlarge,16,64,70%,>20%,US West (N. California),us-west-1,25
t1.micro,1,0.61,90%,>20%,US West (N. California),us-west-1,25
i3.2xlarge,8,61,70%,>20%,US West (N. California),us-west-1,25
c1.medium,2,1.7,90%,>20%,US West (N. California),us-west-1,25
i3en.xlarge,4,32,70%,>20%,US West (N. California),us-west-1,25
i3.16xlarge,64,488,70%,>20%,US West (N. California),us-west-1,25
m1.medium,1,3.75,90%,>20%,US West (N. California),us-west-1,25
i3.xlarge,4,30.5,69%,>20%,US West (N. California),us-west-1,25
z1d.xlarge,4,32,70%,>20%,US West (N. California),us-west-1,25
d2.8xlarge,36,244,70%,>20%,US West (N. California),us-west-1,25
m5d.large,2,8,70%,<5%,US West (Oregon),us-west-2,5
i3en.2xlarge,8,64,70%,<5%,US West (Oregon),us-west-2,5
c5.12xlarge,48,96,62%,<5%,US West (Oregon),us-west-2,5
m5.24xlarge,96,384,65%,<5%,US West (Oregon),us-west-2,5
r5n.16xlarge,64,512,76%,<5%,US West (Oregon),us-west-2,5
c5a.xlarge,4,8,58%,<5%,US West (Oregon),us-west-2,5
c6g.4xlarge,16,32,50%,<5%,US West (Oregon),us-west-2,5
m6g.2xlarge,8,32,54%,<5%,US West (Oregon),us-west-2,5
r6g.16xlarge,64,512,63%,<5%,US West (Oregon),us-west-2,5
r6g.large,2,16,63%,<5%,US West (Oregon),us-west-2,5
m6g.12xlarge,48,192,54%,<5%,US West (Oregon),us-west-2,5
m5n.12xlarge,48,192,71%,<5%,US West (Oregon),us-west-2,5
m4.10xlarge,40,160,67%,<5%,US West (Oregon),us-west-2,5
r6g.xlarge,4,32,63%,<5%,US West (Oregon),us-west-2,5
c4.xlarge,4,7.5,69%,<5%,US West (Oregon),us-west-2,5
r5.2xlarge,8,64,68%,<5%,US West (Oregon),us-west-2,5
t2.medium,2,4,70%,<5%,US West (Oregon),us-west-2,5
r5d.2xlarge,8,64,75%,<5%,US West (Oregon),us-west-2,5
c6g.2xlarge,8,16,50%,<5%,US West (Oregon),us-west-2,5
t3.large,2,8,70%,<5%,US West (Oregon),us-west-2,5
r5.24xlarge,96,768,72%,<5%,US West (Oregon),us-west-2,5
c6g.8xlarge,32,64,50%,<5%,US West (Oregon),us-west-2,5
m6g.8xlarge,32,128,54%,<5%,US West (Oregon),us-west-2,5
c6g.large,2,4,50%,<5%,US West (Oregon),us-west-2,5
m5d.16xlarge,64,256,70%,<5%,US West (Oregon),us-west-2,5
t2.xlarge,4,16,70%,<5%,US West (Oregon),us-west-2,5
r6g.2xlarge,8,64,63%,<5%,US West (Oregon),us-west-2,5
t2.micro,1,1,70%,<5%,US West (Oregon),us-west-2,5
m5dn.24xlarge,96,384,73%,<5%,US West (Oregon),us-west-2,5
r5a.large,2,16,68%,<5%,US West (Oregon),us-west-2,5
r5d.large,2,16,75%,<5%,US West (Oregon),us-west-2,5
r5a.16xlarge,64,512,69%,<5%,US West (Oregon),us-west-2,5
t3.nano,2,0.5,69%,<5%,US West (Oregon),us-west-2,5
r6g.12xlarge,48,384,63%,<5%,US West (Oregon),us-west-2,5
t3.xlarge,4,16,70%,<5%,US West (Oregon),us-west-2,5
t2.large,2,8,70%,<5%,US West (Oregon),us-west-2,5
m5dn.8xlarge,32,128,69%,<5%,US West (Oregon),us-west-2,5
c3.2xlarge,8,15,72%,<5%,US West (Oregon),us-west-2,5
r5d.12xlarge,48,384,75%,<5%,US West (Oregon),us-west-2,5
m6g.4xlarge,16,64,54%,<5%,US West (Oregon),us-west-2,5
m5.large,2,8,65%,<5%,US West (Oregon),us-west-2,5
r4.xlarge,4,30.5,74%,<5%,US West (Oregon),us-west-2,5
r5.16xlarge,64,512,72%,<5%,US West (Oregon),us-west-2,5
r6g.4xlarge,16,128,63%,<5%,US West (Oregon),us-west-2,5
m6g.large,2,8,54%,<5%,US West (Oregon),us-west-2,5
c6g.metal,64,128,-49%,<5%,US West (Oregon),us-west-2,5
c4.8xlarge,36,60,69%,<5%,US West (Oregon),us-west-2,5
c6g.12xlarge,48,96,50%,<5%,US West (Oregon),us-west-2,5
t3.small,2,2,70%,<5%,US West (Oregon),us-west-2,5
m4.16xlarge,64,256,68%,<5%,US West (Oregon),us-west-2,5
t2.small,1,2,70%,<5%,US West (Oregon),us-west-2,5
c5.xlarge,4,8,59%,<5%,US West (Oregon),us-west-2,5
m5n.large,2,8,72%,<5%,US West (Oregon),us-west-2,5
r5ad.xlarge,4,32,73%,<5%,US West (Oregon),us-west-2,5
c5.4xlarge,16,32,61%,<5%,US West (Oregon),us-west-2,5
r5.xlarge,4,32,72%,<5%,US West (Oregon),us-west-2,5
r3.2xlarge,8,61,81%,<5%,US West (Oregon),us-west-2,5
t3.medium,2,4,70%,<5%,US West (Oregon),us-west-2,5
m5ad.xlarge,4,16,67%,<5%,US West (Oregon),us-west-2,5
r5a.24xlarge,96,768,69%,<5%,US West (Oregon),us-west-2,5
m5d.12xlarge,48,192,70%,<5%,US West (Oregon),us-west-2,5
r4.16xlarge,64,488,75%,<5%,US West (Oregon),us-west-2,5
r5n.xlarge,4,32,76%,<5%,US West (Oregon),us-west-2,5
c3.8xlarge,32,60,72%,<5%,US West (Oregon),us-west-2,5
m5d.2xlarge,8,32,70%,<5%,US West (Oregon),us-west-2,5
c6g.16xlarge,64,128,50%,<5%,US West (Oregon),us-west-2,5
c5.metal,96,192,62%,<5%,US West (Oregon),us-west-2,5
r5a.2xlarge,8,64,69%,<5%,US West (Oregon),us-west-2,5
m4.xlarge,4,16,67%,<5%,US West (Oregon),us-west-2,5
c5a.8xlarge,32,64,58%,<5%,US West (Oregon),us-west-2,5
r5n.2xlarge,8,64,76%,<5%,US West (Oregon),us-west-2,5
m5d.8xlarge,32,128,68%,<5%,US West (Oregon),us-west-2,5
t3a.nano,2,0.5,66%,<5%,US West (Oregon),us-west-2,5
t3a.medium,2,4,69%,<5%,US West (Oregon),us-west-2,5
c5d.xlarge,4,8,66%,<5%,US West (Oregon),us-west-2,5
m4.large,2,8,65%,<5%,US West (Oregon),us-west-2,5
c6g.medium,1,2,50%,<5%,US West (Oregon),us-west-2,5
c5a.4xlarge,16,32,58%,<5%,US West (Oregon),us-west-2,5
t3a.micro,2,1,70%,<5%,US West (Oregon),us-west-2,5
r3.xlarge,4,30.5,81%,<5%,US West (Oregon),us-west-2,5
m5n.4xlarge,16,64,66%,<5%,US West (Oregon),us-west-2,5
r3.8xlarge,32,244,80%,<5%,US West (Oregon),us-west-2,5
c5d.large,2,4,66%,<5%,US West (Oregon),us-west-2,5
t3a.small,2,2,70%,<5%,US West (Oregon),us-west-2,5
t3a.2xlarge,8,32,70%,<5%,US West (Oregon),us-west-2,5
t3.micro,2,1,70%,<5%,US West (Oregon),us-west-2,5
m3.2xlarge,8,30,77%,<5%,US West (Oregon),us-west-2,5
c5.large,2,4,62%,<5%,US West (Oregon),us-west-2,5
t3a.large,2,8,70%,<5%,US West (Oregon),us-west-2,5
m4.2xlarge,8,32,64%,<5%,US West (Oregon),us-west-2,5
a1.metal,16,32,67%,<5%,US West (Oregon),us-west-2,5
m3.medium,1,3.75,90%,<5%,US West (Oregon),us-west-2,5
c4.large,2,3.75,69%,<5%,US West (Oregon),us-west-2,5
r4.2xlarge,8,61,75%,<5%,US West (Oregon),us-west-2,5
r5n.8xlarge,32,256,76%,<5%,US West (Oregon),us-west-2,5
r5n.12xlarge,48,384,76%,<5%,US West (Oregon),us-west-2,5
c3.large,2,3.75,72%,<5%,US West (Oregon),us-west-2,5
r3.large,2,15.25,81%,<5%,US West (Oregon),us-west-2,5
r5ad.2xlarge,8,64,73%,<5%,US West (Oregon),us-west-2,5
r5a.12xlarge,48,384,69%,<5%,US West (Oregon),us-west-2,5
c4.2xlarge,8,15,67%,<5%,US West (Oregon),us-west-2,5
c5.18xlarge,72,144,62%,<5%,US West (Oregon),us-west-2,5
r6g.8xlarge,32,256,63%,<5%,US West (Oregon),us-west-2,5
m6g.medium,1,4,54%,<5%,US West (Oregon),us-west-2,5
t3a.xlarge,4,16,70%,<5%,US West (Oregon),us-west-2,5
m5n.8xlarge,32,128,72%,<5%,US West (Oregon),us-west-2,5
m6g.metal,64,256,31%,<5%,US West (Oregon),us-west-2,5
r3.4xlarge,16,122,80%,<5%,US West (Oregon),us-west-2,5
r4.8xlarge,32,244,73%,<5%,US West (Oregon),us-west-2,5
m3.large,2,7.5,77%,<5%,US West (Oregon),us-west-2,5
t2.2xlarge,8,32,70%,<5%,US West (Oregon),us-west-2,5
m4.4xlarge,16,64,65%,<5%,US West (Oregon),us-west-2,5
r6g.medium,1,8,63%,<5%,US West (Oregon),us-west-2,5
c6g.xlarge,4,8,50%,<5%,US West (Oregon),us-west-2,5
m3.xlarge,4,15,77%,<5%,US West (Oregon),us-west-2,5
m5d.xlarge,4,16,70%,<5%,US West (Oregon),us-west-2,5
r4.large,2,15.25,75%,<5%,US West (Oregon),us-west-2,5
m5a.xlarge,4,16,61%,<5%,US West (Oregon),us-west-2,5
i3en.xlarge,4,32,70%,<5%,US West (Oregon),us-west-2,5
c3.xlarge,4,7.5,72%,<5%,US West (Oregon),us-west-2,5
m5n.16xlarge,64,256,72%,<5%,US West (Oregon),us-west-2,5
t3.2xlarge,8,32,70%,<5%,US West (Oregon),us-west-2,5
m6g.xlarge,4,16,54%,<5%,US West (Oregon),us-west-2,5
r6g.metal,64,512,45%,<5%,US West (Oregon),us-west-2,5
c5.24xlarge,96,192,62%,<5%,US West (Oregon),us-west-2,5
m6g.16xlarge,64,256,54%,<5%,US West (Oregon),us-west-2,5
c4.4xlarge,16,30,69%,<5%,US West (Oregon),us-west-2,5
r4.4xlarge,16,122,72%,<5%,US West (Oregon),us-west-2,5
m5dn.4xlarge,16,64,70%,<5%,US West (Oregon),us-west-2,5
r5.4xlarge,16,128,71%,<5%,US West (Oregon),us-west-2,5
m5ad.2xlarge,8,32,67%,5-10%,US West (Oregon),us-west-2,10
r5d.16xlarge,64,512,75%,5-10%,US West (Oregon),us-west-2,10
c5.2xlarge,8,16,61%,5-10%,US West (Oregon),us-west-2,10
r5.12xlarge,48,384,72%,5-10%,US West (Oregon),us-west-2,10
r5dn.xlarge,4,32,78%,5-10%,US West (Oregon),us-west-2,10
c5a.2xlarge,8,16,58%,5-10%,US West (Oregon),us-west-2,10
r5.8xlarge,32,256,72%,5-10%,US West (Oregon),us-west-2,10
g4dn.metal,96,384,70%,5-10%,US West (Oregon),us-west-2,10
c5a.24xlarge,96,192,58%,5-10%,US West (Oregon),us-west-2,10
c5a.12xlarge,48,96,58%,5-10%,US West (Oregon),us-west-2,10
m5a.4xlarge,16,64,58%,5-10%,US West (Oregon),us-west-2,10
i3en.6xlarge,24,192,70%,5-10%,US West (Oregon),us-west-2,10
c5a.16xlarge,64,128,58%,5-10%,US West (Oregon),us-west-2,10
r5n.large,2,16,76%,5-10%,US West (Oregon),us-west-2,10
r5ad.4xlarge,16,128,73%,5-10%,US West (Oregon),us-west-2,10
r5d.8xlarge,32,256,75%,5-10%,US West (Oregon),us-west-2,10
m5.16xlarge,64,256,65%,5-10%,US West (Oregon),us-west-2,10
r5dn.8xlarge,32,256,37%,5-10%,US West (Oregon),us-west-2,10
c5n.large,2,5.25,70%,5-10%,US West (Oregon),us-west-2,10
r5dn.4xlarge,16,128,38%,5-10%,US West (Oregon),us-west-2,10
m5dn.xlarge,4,16,75%,5-10%,US West (Oregon),us-west-2,10
r5d.xlarge,4,32,75%,5-10%,US West (Oregon),us-west-2,10
m5a.large,2,8,60%,5-10%,US West (Oregon),us-west-2,10
m5dn.12xlarge,48,192,75%,5-10%,US West (Oregon),us-west-2,10
m5n.xlarge,4,16,72%,5-10%,US West (Oregon),us-west-2,10
i3en.12xlarge,48,384,70%,5-10%,US West (Oregon),us-west-2,10
r5ad.16xlarge,64,512,73%,5-10%,US West (Oregon),us-west-2,10
m5ad.24xlarge,96,384,67%,5-10%,US West (Oregon),us-west-2,10
r5ad.24xlarge,96,768,73%,5-10%,US West (Oregon),us-west-2,10
r5dn.16xlarge,64,512,79%,5-10%,US West (Oregon),us-west-2,10
m5.2xlarge,8,32,63%,5-10%,US West (Oregon),us-west-2,10
r5ad.12xlarge,48,384,73%,5-10%,US West (Oregon),us-west-2,10
r5dn.large,2,16,79%,5-10%,US West (Oregon),us-west-2,10
r5.metal,96,768,72%,5-10%,US West (Oregon),us-west-2,10
r5n.24xlarge,96,768,76%,5-10%,US West (Oregon),us-west-2,10
r5d.4xlarge,16,128,75%,5-10%,US West (Oregon),us-west-2,10
m5n.24xlarge,96,384,72%,5-10%,US West (Oregon),us-west-2,10
m5ad.large,2,8,67%,5-10%,US West (Oregon),us-west-2,10
r5a.8xlarge,32,256,69%,5-10%,US West (Oregon),us-west-2,10
r5dn.12xlarge,48,384,79%,5-10%,US West (Oregon),us-west-2,10
m5a.16xlarge,64,256,60%,5-10%,US West (Oregon),us-west-2,10
r5a.xlarge,4,32,69%,5-10%,US West (Oregon),us-west-2,10
m5.xlarge,4,16,65%,5-10%,US West (Oregon),us-west-2,10
m5d.4xlarge,16,64,70%,5-10%,US West (Oregon),us-west-2,10
