instance.type,vCPU,memory,savings.over.ondemand,freq.text,region.name,region.id,freq.num
m6g.xlarge,4,16,73%,<5%,US East (Ohio),us-east-2,5
m6g.16xlarge,64,256,73%,<5%,US East (Ohio),us-east-2,5
r5.4xlarge,16,128,82%,<5%,US East (Ohio),us-east-2,5
c5d.9xlarge,36,72,79%,<5%,US East (Ohio),us-east-2,5
m5dn.large,2,8,85%,<5%,US East (Ohio),us-east-2,5
r5d.16xlarge,64,512,85%,5-10%,US East (Ohio),us-east-2,10
r5n.16xlarge,64,512,86%,5-10%,US East (Ohio),us-east-2,10
r5dn.xlarge,4,32,87%,5-10%,US East (Ohio),us-east-2,10
m5.8xlarge,32,128,79%,5-10%,US East (Ohio),us-east-2,10
m5.metal,96,384,86%,5-10%,US East (Ohio),us-east-2,10
c5a.24xlarge,96,192,75%,5-10%,US East (Ohio),us-east-2,10
m5d.16xlarge,64,256,82%,5-10%,US East (Ohio),us-east-2,10
c5a.12xlarge,48,96,75%,5-10%,US East (Ohio),us-east-2,10
c5.9xlarge,36,72,77%,5-10%,US East (Ohio),us-east-2,10
i3en.6xlarge,24,192,70%,5-10%,US East (Ohio),us-east-2,10
c5n.xlarge,4,10.5,82%,5-10%,US East (Ohio),us-east-2,10
i3en.large,2,16,70%,5-10%,US East (Ohio),us-east-2,10
c5a.16xlarge,64,128,75%,5-10%,US East (Ohio),us-east-2,10
m5d.metal,96,384,88%,5-10%,US East (Ohio),us-east-2,10
m4.16xlarge,64,256,80%,5-10%,US East (Ohio),us-east-2,10
r5n.large,2,16,86%,5-10%,US East (Ohio),us-east-2,10
r5ad.4xlarge,16,128,84%,5-10%,US East (Ohio),us-east-2,10
c5.4xlarge,16,32,75%,5-10%,US East (Ohio),us-east-2,10
r5dn.8xlarge,32,256,87%,5-10%,US East (Ohio),us-east-2,10
m5ad.xlarge,4,16,81%,5-10%,US East (Ohio),us-east-2,10
r5n.xlarge,4,32,86%,5-10%,US East (Ohio),us-east-2,10
m5dn.xlarge,4,16,85%,5-10%,US East (Ohio),us-east-2,10
m5d.2xlarge,8,32,82%,5-10%,US East (Ohio),us-east-2,10
m5a.large,2,8,77%,5-10%,US East (Ohio),us-east-2,10
m5dn.12xlarge,48,192,85%,5-10%,US East (Ohio),us-east-2,10
m5n.xlarge,4,16,83%,5-10%,US East (Ohio),us-east-2,10
i3en.12xlarge,48,384,70%,5-10%,US East (Ohio),us-east-2,10
r3.xlarge,4,30.5,89%,5-10%,US East (Ohio),us-east-2,10
r5dn.16xlarge,64,512,87%,5-10%,US East (Ohio),us-east-2,10
m5.2xlarge,8,32,79%,5-10%,US East (Ohio),us-east-2,10
r5.metal,96,768,89%,5-10%,US East (Ohio),us-east-2,10
m4.2xlarge,8,32,79%,5-10%,US East (Ohio),us-east-2,10
c5n.18xlarge,72,192,82%,5-10%,US East (Ohio),us-east-2,10
r5n.24xlarge,96,768,86%,5-10%,US East (Ohio),us-east-2,10
r5n.8xlarge,32,256,86%,5-10%,US East (Ohio),us-east-2,10
r5d.4xlarge,16,128,81%,5-10%,US East (Ohio),us-east-2,10
r5a.12xlarge,48,384,82%,5-10%,US East (Ohio),us-east-2,10
c4.2xlarge,8,15,80%,5-10%,US East (Ohio),us-east-2,10
r5dn.12xlarge,48,384,87%,5-10%,US East (Ohio),us-east-2,10
m5a.16xlarge,64,256,77%,5-10%,US East (Ohio),us-east-2,10
r3.4xlarge,16,122,88%,5-10%,US East (Ohio),us-east-2,10
m5.xlarge,4,16,79%,5-10%,US East (Ohio),us-east-2,10
g4dn.16xlarge,64,256,70%,5-10%,US East (Ohio),us-east-2,10
m5d.xlarge,4,16,82%,5-10%,US East (Ohio),us-east-2,10
c5d.24xlarge,96,192,80%,5-10%,US East (Ohio),us-east-2,10
i3en.xlarge,4,32,70%,5-10%,US East (Ohio),us-east-2,10
g4dn.12xlarge,48,192,70%,5-10%,US East (Ohio),us-east-2,10
c5d.18xlarge,72,144,73%,5-10%,US East (Ohio),us-east-2,10
m5.4xlarge,16,64,76%,5-10%,US East (Ohio),us-east-2,10
c4.4xlarge,16,30,78%,5-10%,US East (Ohio),us-east-2,10
r4.4xlarge,16,122,84%,5-10%,US East (Ohio),us-east-2,10
m5dn.4xlarge,16,64,85%,5-10%,US East (Ohio),us-east-2,10
m5.12xlarge,48,192,77%,5-10%,US East (Ohio),us-east-2,10
m4.10xlarge,40,160,80%,10-15%,US East (Ohio),us-east-2,15
r5a.16xlarge,64,512,82%,10-15%,US East (Ohio),us-east-2,15
c5n.metal,72,192,77%,10-15%,US East (Ohio),us-east-2,15
t2.large,2,8,70%,10-15%,US East (Ohio),us-east-2,15
m5.large,2,8,79%,10-15%,US East (Ohio),us-east-2,15
c4.8xlarge,36,60,79%,10-15%,US East (Ohio),us-east-2,15
m5n.large,2,8,83%,10-15%,US East (Ohio),us-east-2,15
r5dn.4xlarge,16,128,87%,10-15%,US East (Ohio),us-east-2,15
c5n.9xlarge,36,96,82%,10-15%,US East (Ohio),us-east-2,15
c5a.8xlarge,32,64,75%,10-15%,US East (Ohio),us-east-2,15
i3en.24xlarge,96,768,70%,10-15%,US East (Ohio),us-east-2,15
r5n.2xlarge,8,64,86%,10-15%,US East (Ohio),us-east-2,15
m5d.8xlarge,32,128,82%,10-15%,US East (Ohio),us-east-2,15
c5a.4xlarge,16,32,75%,10-15%,US East (Ohio),us-east-2,15
g4dn.8xlarge,32,128,70%,10-15%,US East (Ohio),us-east-2,15
t3a.2xlarge,8,32,70%,10-15%,US East (Ohio),us-east-2,15
m5n.24xlarge,96,384,83%,10-15%,US East (Ohio),us-east-2,15
m5ad.large,2,8,81%,10-15%,US East (Ohio),us-east-2,15
r5a.8xlarge,32,256,81%,10-15%,US East (Ohio),us-east-2,15
m5n.8xlarge,32,128,83%,10-15%,US East (Ohio),us-east-2,15
m4.4xlarge,16,64,78%,10-15%,US East (Ohio),us-east-2,15
m5a.8xlarge,32,128,77%,10-15%,US East (Ohio),us-east-2,15
t3.2xlarge,8,32,70%,10-15%,US East (Ohio),us-east-2,15
m5a.2xlarge,8,32,75%,10-15%,US East (Ohio),us-east-2,15
c5a.large,2,4,75%,10-15%,US East (Ohio),us-east-2,15
m5ad.2xlarge,8,32,80%,15-20%,US East (Ohio),us-east-2,20
i3en.2xlarge,8,64,70%,15-20%,US East (Ohio),us-east-2,20
i3en.3xlarge,12,96,70%,15-20%,US East (Ohio),us-east-2,20
m5dn.24xlarge,96,384,85%,15-20%,US East (Ohio),us-east-2,20
r5a.large,2,16,82%,15-20%,US East (Ohio),us-east-2,20
r5d.metal,96,768,90%,15-20%,US East (Ohio),us-east-2,20
m5a.4xlarge,16,64,74%,15-20%,US East (Ohio),us-east-2,20
i3en.metal,96,768,70%,15-20%,US East (Ohio),us-east-2,20
m5ad.4xlarge,16,64,78%,15-20%,US East (Ohio),us-east-2,20
r5a.24xlarge,96,768,82%,15-20%,US East (Ohio),us-east-2,20
m5d.12xlarge,48,192,79%,15-20%,US East (Ohio),us-east-2,20
r5ad.24xlarge,96,768,84%,15-20%,US East (Ohio),us-east-2,20
r5ad.12xlarge,48,384,84%,15-20%,US East (Ohio),us-east-2,20
r5ad.2xlarge,8,64,84%,15-20%,US East (Ohio),us-east-2,20
m5d.4xlarge,16,64,80%,15-20%,US East (Ohio),us-east-2,20
r5ad.large,2,16,84%,15-20%,US East (Ohio),us-east-2,20
i3.metal,64,512,70%,>20%,US East (Ohio),us-east-2,25
c5n.2xlarge,8,21,79%,>20%,US East (Ohio),us-east-2,25
c5.12xlarge,48,96,71%,>20%,US East (Ohio),us-east-2,25
r5dn.2xlarge,8,64,87%,>20%,US East (Ohio),us-east-2,25
p3.16xlarge,64,488,69%,>20%,US East (Ohio),us-east-2,25
i3.large,2,15.25,70%,>20%,US East (Ohio),us-east-2,25
m5n.12xlarge,48,192,83%,>20%,US East (Ohio),us-east-2,25
c5a.2xlarge,8,16,75%,>20%,US East (Ohio),us-east-2,25
z1d.12xlarge,48,384,70%,>20%,US East (Ohio),us-east-2,25
g3s.xlarge,4,30.5,70%,>20%,US East (Ohio),us-east-2,25
p2.16xlarge,64,732,70%,>20%,US East (Ohio),us-east-2,25
g3.8xlarge,32,244,70%,>20%,US East (Ohio),us-east-2,25
a1.2xlarge,8,16,81%,>20%,US East (Ohio),us-east-2,25
a1.medium,1,2,81%,>20%,US East (Ohio),us-east-2,25
m5a.12xlarge,48,192,73%,>20%,US East (Ohio),us-east-2,25
c5d.metal,96,192,80%,>20%,US East (Ohio),us-east-2,25
g3.4xlarge,16,122,70%,>20%,US East (Ohio),us-east-2,25
p2.8xlarge,32,488,70%,>20%,US East (Ohio),us-east-2,25
x1e.4xlarge,16,488,70%,>20%,US East (Ohio),us-east-2,25
x1.16xlarge,64,976,70%,>20%,US East (Ohio),us-east-2,25
i3.4xlarge,16,122,70%,>20%,US East (Ohio),us-east-2,25
i2.4xlarge,16,122,70%,>20%,US East (Ohio),us-east-2,25
m5dn.8xlarge,32,128,85%,>20%,US East (Ohio),us-east-2,25
x1e.2xlarge,8,244,70%,>20%,US East (Ohio),us-east-2,25
i2.8xlarge,32,244,29%,>20%,US East (Ohio),us-east-2,25
a1.large,2,4,81%,>20%,US East (Ohio),us-east-2,25
z1d.metal,48,384,70%,>20%,US East (Ohio),us-east-2,25
x1.32xlarge,128,1952,70%,>20%,US East (Ohio),us-east-2,25
m5ad.12xlarge,48,192,81%,>20%,US East (Ohio),us-east-2,25
x1e.16xlarge,64,1952,70%,>20%,US East (Ohio),us-east-2,25
r5ad.xlarge,4,32,84%,>20%,US East (Ohio),us-east-2,25
d2.2xlarge,8,61,70%,>20%,US East (Ohio),us-east-2,25
d2.xlarge,4,30.5,70%,>20%,US East (Ohio),us-east-2,25
m5a.24xlarge,96,384,77%,>20%,US East (Ohio),us-east-2,25
a1.xlarge,4,8,81%,>20%,US East (Ohio),us-east-2,25
i3.8xlarge,32,244,70%,>20%,US East (Ohio),us-east-2,25
c5.metal,96,192,78%,>20%,US East (Ohio),us-east-2,25
i2.2xlarge,8,61,70%,>20%,US East (Ohio),us-east-2,25
r5a.2xlarge,8,64,81%,>20%,US East (Ohio),us-east-2,25
z1d.3xlarge,12,96,70%,>20%,US East (Ohio),us-east-2,25
a1.4xlarge,16,32,81%,>20%,US East (Ohio),us-east-2,25
z1d.6xlarge,24,192,70%,>20%,US East (Ohio),us-east-2,25
m5ad.24xlarge,96,384,81%,>20%,US East (Ohio),us-east-2,25
c5n.4xlarge,16,42,84%,>20%,US East (Ohio),us-east-2,25
z1d.large,2,16,70%,>20%,US East (Ohio),us-east-2,25
m5n.4xlarge,16,64,83%,>20%,US East (Ohio),us-east-2,25
x1e.32xlarge,128,3904,70%,>20%,US East (Ohio),us-east-2,25
m5n.2xlarge,8,32,83%,>20%,US East (Ohio),us-east-2,25
c5d.12xlarge,48,96,74%,>20%,US East (Ohio),us-east-2,25
z1d.2xlarge,8,64,70%,>20%,US East (Ohio),us-east-2,25
m5dn.16xlarge,64,256,85%,>20%,US East (Ohio),us-east-2,25
g3.16xlarge,64,488,70%,>20%,US East (Ohio),us-east-2,25
p2.xlarge,4,61,70%,>20%,US East (Ohio),us-east-2,25
d2.4xlarge,16,122,70%,>20%,US East (Ohio),us-east-2,25
x1e.8xlarge,32,976,70%,>20%,US East (Ohio),us-east-2,25
r5a.xlarge,4,32,82%,>20%,US East (Ohio),us-east-2,25
r5a.4xlarge,16,128,81%,>20%,US East (Ohio),us-east-2,25
i2.xlarge,4,30.5,70%,>20%,US East (Ohio),us-east-2,25
m5d.24xlarge,96,384,81%,>20%,US East (Ohio),us-east-2,25
r5n.4xlarge,16,128,86%,>20%,US East (Ohio),us-east-2,25
i3.2xlarge,8,61,61%,>20%,US East (Ohio),us-east-2,25
i3.16xlarge,64,488,70%,>20%,US East (Ohio),us-east-2,25
m5n.16xlarge,64,256,83%,>20%,US East (Ohio),us-east-2,25
x1e.xlarge,4,122,70%,>20%,US East (Ohio),us-east-2,25
c5.24xlarge,96,192,76%,>20%,US East (Ohio),us-east-2,25
i3.xlarge,4,30.5,70%,>20%,US East (Ohio),us-east-2,25
z1d.xlarge,4,32,70%,>20%,US East (Ohio),us-east-2,25
p3.2xlarge,8,61,70%,>20%,US East (Ohio),us-east-2,25
d2.8xlarge,36,244,70%,>20%,US East (Ohio),us-east-2,25
p3.8xlarge,32,244,70%,>20%,US East (Ohio),us-east-2,25
m5d.large,2,8,70%,<5%,US East (N. Virginia),us-east-1,5
i3en.2xlarge,8,64,70%,<5%,US East (N. Virginia),us-east-1,5
r5n.16xlarge,64,512,76%,<5%,US East (N. Virginia),us-east-1,5
c5.2xlarge,8,16,61%,<5%,US East (N. Virginia),us-east-1,5
r5.large,2,16,72%,<5%,US East (N. Virginia),us-east-1,5
c6g.4xlarge,16,32,50%,<5%,US East (N. Virginia),us-east-1,5
m6g.2xlarge,8,32,54%,<5%,US East (N. Virginia),us-east-1,5
r6g.16xlarge,64,512,63%,<5%,US East (N. Virginia),us-east-1,5
r6g.large,2,16,63%,<5%,US East (N. Virginia),us-east-1,5
m6g.12xlarge,48,192,54%,<5%,US East (N. Virginia),us-east-1,5
m5n.12xlarge,48,192,71%,<5%,US East (N. Virginia),us-east-1,5
r6g.xlarge,4,32,63%,<5%,US East (N. Virginia),us-east-1,5
c4.xlarge,4,7.5,69%,<5%,US East (N. Virginia),us-east-1,5
r5.2xlarge,8,64,68%,<5%,US East (N. Virginia),us-east-1,5
t2.medium,2,4,70%,<5%,US East (N. Virginia),us-east-1,5
r5d.2xlarge,8,64,69%,<5%,US East (N. Virginia),us-east-1,5
c6g.2xlarge,8,16,50%,<5%,US East (N. Virginia),us-east-1,5
t3.large,2,8,70%,<5%,US East (N. Virginia),us-east-1,5
r5.24xlarge,96,768,71%,<5%,US East (N. Virginia),us-east-1,5
c6g.8xlarge,32,64,50%,<5%,US East (N. Virginia),us-east-1,5
m6g.8xlarge,32,128,54%,<5%,US East (N. Virginia),us-east-1,5
c5a.24xlarge,96,192,58%,<5%,US East (N. Virginia),us-east-1,5
c6g.large,2,4,50%,<5%,US East (N. Virginia),us-east-1,5
m5d.16xlarge,64,256,70%,<5%,US East (N. Virginia),us-east-1,5
c5a.12xlarge,48,96,58%,<5%,US East (N. Virginia),us-east-1,5
r6g.2xlarge,8,64,63%,<5%,US East (N. Virginia),us-east-1,5
t2.micro,1,1,70%,<5%,US East (N. Virginia),us-east-1,5
r5d.large,2,16,75%,<5%,US East (N. Virginia),us-east-1,5
t3.nano,2,0.5,69%,<5%,US East (N. Virginia),us-east-1,5
t3.xlarge,4,16,70%,<5%,US East (N. Virginia),us-east-1,5
m6g.4xlarge,16,64,54%,<5%,US East (N. Virginia),us-east-1,5
m5.large,2,8,64%,<5%,US East (N. Virginia),us-east-1,5
r4.xlarge,4,30.5,67%,<5%,US East (N. Virginia),us-east-1,5
r5.16xlarge,64,512,71%,<5%,US East (N. Virginia),us-east-1,5
i3en.large,2,16,70%,<5%,US East (N. Virginia),us-east-1,5
r6g.4xlarge,16,128,63%,<5%,US East (N. Virginia),us-east-1,5
c5a.16xlarge,64,128,58%,<5%,US East (N. Virginia),us-east-1,5
m6g.large,2,8,54%,<5%,US East (N. Virginia),us-east-1,5
c6g.metal,64,128,-50%,<5%,US East (N. Virginia),us-east-1,5
c4.8xlarge,36,60,68%,<5%,US East (N. Virginia),us-east-1,5
t3.small,2,2,70%,<5%,US East (N. Virginia),us-east-1,5
t2.small,1,2,70%,<5%,US East (N. Virginia),us-east-1,5
r5ad.4xlarge,16,128,73%,<5%,US East (N. Virginia),us-east-1,5
r5d.8xlarge,32,256,72%,<5%,US East (N. Virginia),us-east-1,5
r5.xlarge,4,32,67%,<5%,US East (N. Virginia),us-east-1,5
g4dn.4xlarge,16,64,70%,<5%,US East (N. Virginia),us-east-1,5
r3.2xlarge,8,61,80%,<5%,US East (N. Virginia),us-east-1,5
c5n.large,2,5.25,70%,<5%,US East (N. Virginia),us-east-1,5
t3.medium,2,4,70%,<5%,US East (N. Virginia),us-east-1,5
m5d.2xlarge,8,32,65%,<5%,US East (N. Virginia),us-east-1,5
r5d.xlarge,4,32,75%,<5%,US East (N. Virginia),us-east-1,5
c6g.16xlarge,64,128,50%,<5%,US East (N. Virginia),us-east-1,5
m5a.large,2,8,59%,<5%,US East (N. Virginia),us-east-1,5
m4.xlarge,4,16,67%,<5%,US East (N. Virginia),us-east-1,5
c5a.8xlarge,32,64,58%,<5%,US East (N. Virginia),us-east-1,5
i3en.12xlarge,48,384,70%,<5%,US East (N. Virginia),us-east-1,5
r5n.2xlarge,8,64,74%,<5%,US East (N. Virginia),us-east-1,5
t3a.nano,2,0.5,68%,<5%,US East (N. Virginia),us-east-1,5
c5d.xlarge,4,8,64%,<5%,US East (N. Virginia),us-east-1,5
m4.large,2,8,64%,<5%,US East (N. Virginia),us-east-1,5
c6g.medium,1,2,50%,<5%,US East (N. Virginia),us-east-1,5
c5a.4xlarge,16,32,58%,<5%,US East (N. Virginia),us-east-1,5
r3.xlarge,4,30.5,80%,<5%,US East (N. Virginia),us-east-1,5
m5n.2xlarge,8,32,68%,<5%,US East (N. Virginia),us-east-1,5
c5d.large,2,4,66%,<5%,US East (N. Virginia),us-east-1,5
t3a.2xlarge,8,32,70%,<5%,US East (N. Virginia),us-east-1,5
t3.micro,2,1,70%,<5%,US East (N. Virginia),us-east-1,5
m3.2xlarge,8,30,77%,<5%,US East (N. Virginia),us-east-1,5
c5.large,2,4,62%,<5%,US East (N. Virginia),us-east-1,5
t3a.large,2,8,70%,<5%,US East (N. Virginia),us-east-1,5
m4.2xlarge,8,32,62%,<5%,US East (N. Virginia),us-east-1,5
m3.medium,1,3.75,90%,<5%,US East (N. Virginia),us-east-1,5
c4.large,2,3.75,69%,<5%,US East (N. Virginia),us-east-1,5
r4.2xlarge,8,61,71%,<5%,US East (N. Virginia),us-east-1,5
c5d.4xlarge,16,32,66%,<5%,US East (N. Virginia),us-east-1,5
c3.large,2,3.75,72%,<5%,US East (N. Virginia),us-east-1,5
r3.large,2,15.25,81%,<5%,US East (N. Virginia),us-east-1,5
c4.2xlarge,8,15,65%,<5%,US East (N. Virginia),us-east-1,5
m5n.24xlarge,96,384,71%,<5%,US East (N. Virginia),us-east-1,5
r6g.8xlarge,32,256,63%,<5%,US East (N. Virginia),us-east-1,5
m5ad.large,2,8,67%,<5%,US East (N. Virginia),us-east-1,5
m6g.medium,1,4,54%,<5%,US East (N. Virginia),us-east-1,5
t3a.xlarge,4,16,70%,<5%,US East (N. Virginia),us-east-1,5
m5n.8xlarge,32,128,69%,<5%,US East (N. Virginia),us-east-1,5
m6g.metal,64,256,30%,<5%,US East (N. Virginia),us-east-1,5
m3.large,2,7.5,77%,<5%,US East (N. Virginia),us-east-1,5
r6g.medium,1,8,63%,<5%,US East (N. Virginia),us-east-1,5
c6g.xlarge,4,8,50%,<5%,US East (N. Virginia),us-east-1,5
r5d.24xlarge,96,768,75%,<5%,US East (N. Virginia),us-east-1,5
m5d.24xlarge,96,384,70%,<5%,US East (N. Virginia),us-east-1,5
m3.xlarge,4,15,77%,<5%,US East (N. Virginia),us-east-1,5
m5d.xlarge,4,16,67%,<5%,US East (N. Virginia),us-east-1,5
m5a.xlarge,4,16,58%,<5%,US East (N. Virginia),us-east-1,5
i3en.xlarge,4,32,70%,<5%,US East (N. Virginia),us-east-1,5
c3.xlarge,4,7.5,72%,<5%,US East (N. Virginia),us-east-1,5
m5n.16xlarge,64,256,71%,<5%,US East (N. Virginia),us-east-1,5
c5d.18xlarge,72,144,66%,<5%,US East (N. Virginia),us-east-1,5
t3.2xlarge,8,32,70%,<5%,US East (N. Virginia),us-east-1,5
m6g.xlarge,4,16,54%,<5%,US East (N. Virginia),us-east-1,5
r6g.metal,64,512,44%,<5%,US East (N. Virginia),us-east-1,5
m6g.16xlarge,64,256,54%,<5%,US East (N. Virginia),us-east-1,5
c4.4xlarge,16,30,68%,<5%,US East (N. Virginia),us-east-1,5
m5ad.2xlarge,8,32,67%,5-10%,US East (N. Virginia),us-east-1,10
r5d.16xlarge,64,512,71%,5-10%,US East (N. Virginia),us-east-1,10
r5.12xlarge,48,384,72%,5-10%,US East (N. Virginia),us-east-1,10
r5dn.xlarge,4,32,79%,5-10%,US East (N. Virginia),us-east-1,10
c5a.2xlarge,8,16,58%,5-10%,US East (N. Virginia),us-east-1,10
r5.8xlarge,32,256,68%,5-10%,US East (N. Virginia),us-east-1,10
i3en.3xlarge,12,96,70%,5-10%,US East (N. Virginia),us-east-1,10
t2.large,2,8,70%,5-10%,US East (N. Virginia),us-east-1,10
i3en.6xlarge,24,192,70%,5-10%,US East (N. Virginia),us-east-1,10
c3.2xlarge,8,15,69%,5-10%,US East (N. Virginia),us-east-1,10
r5d.12xlarge,48,384,75%,5-10%,US East (N. Virginia),us-east-1,10
c5n.xlarge,4,10.5,69%,5-10%,US East (N. Virginia),us-east-1,10
m5d.metal,96,384,80%,5-10%,US East (N. Virginia),us-east-1,10
c5d.2xlarge,8,16,66%,5-10%,US East (N. Virginia),us-east-1,10
m5ad.4xlarge,16,64,60%,5-10%,US East (N. Virginia),us-east-1,10
m5n.large,2,8,71%,5-10%,US East (N. Virginia),us-east-1,10
r5ad.xlarge,4,32,71%,5-10%,US East (N. Virginia),us-east-1,10
c5.4xlarge,16,32,58%,5-10%,US East (N. Virginia),us-east-1,10
m5ad.xlarge,4,16,67%,5-10%,US East (N. Virginia),us-east-1,10
r5n.xlarge,4,32,76%,5-10%,US East (N. Virginia),us-east-1,10
m5dn.xlarge,4,16,66%,5-10%,US East (N. Virginia),us-east-1,10
r5a.2xlarge,8,64,66%,5-10%,US East (N. Virginia),us-east-1,10
m5dn.12xlarge,48,192,75%,5-10%,US East (N. Virginia),us-east-1,10
m5n.xlarge,4,16,67%,5-10%,US East (N. Virginia),us-east-1,10
i3en.24xlarge,96,768,70%,5-10%,US East (N. Virginia),us-east-1,10
m5d.8xlarge,32,128,69%,5-10%,US East (N. Virginia),us-east-1,10
r5ad.24xlarge,96,768,73%,5-10%,US East (N. Virginia),us-east-1,10
t3a.micro,2,1,70%,5-10%,US East (N. Virginia),us-east-1,10
m5n.4xlarge,16,64,67%,5-10%,US East (N. Virginia),us-east-1,10
t3a.small,2,2,70%,5-10%,US East (N. Virginia),us-east-1,10
m5dn.2xlarge,8,32,75%,5-10%,US East (N. Virginia),us-east-1,10
r5ad.12xlarge,48,384,73%,5-10%,US East (N. Virginia),us-east-1,10
a1.metal,16,32,67%,5-10%,US East (N. Virginia),us-east-1,10
r5n.24xlarge,96,768,76%,5-10%,US East (N. Virginia),us-east-1,10
r5n.8xlarge,32,256,74%,5-10%,US East (N. Virginia),us-east-1,10
r5n.12xlarge,48,384,76%,5-10%,US East (N. Virginia),us-east-1,10
r5d.4xlarge,16,128,73%,5-10%,US East (N. Virginia),us-east-1,10
c5.18xlarge,72,144,61%,5-10%,US East (N. Virginia),us-east-1,10
r5a.xlarge,4,32,66%,5-10%,US East (N. Virginia),us-east-1,10
r5a.4xlarge,16,128,64%,5-10%,US East (N. Virginia),us-east-1,10
r4.large,2,15.25,74%,5-10%,US East (N. Virginia),us-east-1,10
c5d.24xlarge,96,192,66%,5-10%,US East (N. Virginia),us-east-1,10
c5.24xlarge,96,192,61%,5-10%,US East (N. Virginia),us-east-1,10
m5a.2xlarge,8,32,54%,5-10%,US East (N. Virginia),us-east-1,10
r5.4xlarge,16,128,68%,5-10%,US East (N. Virginia),us-east-1,10
r5ad.large,2,16,73%,5-10%,US East (N. Virginia),us-east-1,10
c5a.large,2,4,58%,5-10%,US East (N. Virginia),us-east-1,10
c5d.9xlarge,36,72,59%,5-10%,US East (N. Virginia),us-east-1,10
m5dn.large,2,8,75%,5-10%,US East (N. Virginia),us-east-1,10
c5.12xlarge,48,96,62%,10-15%,US East (N. Virginia),us-east-1,15
g4dn.2xlarge,8,32,70%,10-15%,US East (N. Virginia),us-east-1,15
m5a.12xlarge,48,192,60%,10-15%,US East (N. Virginia),us-east-1,15
r5a.16xlarge,64,512,68%,10-15%,US East (N. Virginia),us-east-1,15
c5.9xlarge,36,72,56%,10-15%,US East (N. Virginia),us-east-1,15
m5dn.8xlarge,32,128,74%,10-15%,US East (N. Virginia),us-east-1,15
m4.16xlarge,64,256,70%,10-15%,US East (N. Virginia),us-east-1,15
r5n.large,2,16,76%,10-15%,US East (N. Virginia),us-east-1,15
c5.xlarge,4,8,50%,10-15%,US East (N. Virginia),us-east-1,15
m5ad.12xlarge,48,192,67%,10-15%,US East (N. Virginia),us-east-1,15
r5dn.8xlarge,32,256,77%,10-15%,US East (N. Virginia),us-east-1,15
m5a.24xlarge,96,384,60%,10-15%,US East (N. Virginia),us-east-1,15
r5dn.4xlarge,16,128,79%,10-15%,US East (N. Virginia),us-east-1,15
g4dn.8xlarge,32,128,70%,10-15%,US East (N. Virginia),us-east-1,15
r5dn.large,2,16,79%,10-15%,US East (N. Virginia),us-east-1,15
r5ad.2xlarge,8,64,73%,10-15%,US East (N. Virginia),us-east-1,15
m5a.16xlarge,64,256,60%,10-15%,US East (N. Virginia),us-east-1,15
g4dn.16xlarge,64,256,70%,10-15%,US East (N. Virginia),us-east-1,15
g4dn.12xlarge,48,192,66%,10-15%,US East (N. Virginia),us-east-1,15
g4dn.xlarge,4,16,70%,10-15%,US East (N. Virginia),us-east-1,15
m5dn.4xlarge,16,64,74%,10-15%,US East (N. Virginia),us-east-1,15
m4.10xlarge,40,160,66%,15-20%,US East (N. Virginia),us-east-1,20
g4dn.metal,96,384,70%,15-20%,US East (N. Virginia),us-east-1,20
m5dn.24xlarge,96,384,75%,15-20%,US East (N. Virginia),us-east-1,20
r5a.large,2,16,68%,15-20%,US East (N. Virginia),us-east-1,20
r5d.metal,96,768,84%,15-20%,US East (N. Virginia),us-east-1,20
m5a.4xlarge,16,64,48%,15-20%,US East (N. Virginia),us-east-1,20
i3en.metal,96,768,70%,15-20%,US East (N. Virginia),us-east-1,20
r5a.24xlarge,96,768,68%,15-20%,US East (N. Virginia),us-east-1,20
m5d.12xlarge,48,192,70%,15-20%,US East (N. Virginia),us-east-1,20
c3.8xlarge,32,60,71%,15-20%,US East (N. Virginia),us-east-1,20
c5.metal,96,192,62%,15-20%,US East (N. Virginia),us-east-1,20
m5ad.24xlarge,96,384,67%,15-20%,US East (N. Virginia),us-east-1,20
r5dn.16xlarge,64,512,79%,15-20%,US East (N. Virginia),us-east-1,20
m5.2xlarge,8,32,56%,15-20%,US East (N. Virginia),us-east-1,20
r5.metal,96,768,81%,15-20%,US East (N. Virginia),us-east-1,20
c3.4xlarge,16,30,70%,15-20%,US East (N. Virginia),us-east-1,20
c5n.18xlarge,72,192,70%,15-20%,US East (N. Virginia),us-east-1,20
r5dn.12xlarge,48,384,79%,15-20%,US East (N. Virginia),us-east-1,20
t2.2xlarge,8,32,70%,15-20%,US East (N. Virginia),us-east-1,20
m5d.4xlarge,16,64,67%,15-20%,US East (N. Virginia),us-east-1,20
m4.4xlarge,16,64,61%,15-20%,US East (N. Virginia),us-east-1,20
r5n.4xlarge,16,128,76%,15-20%,US East (N. Virginia),us-east-1,20
m5a.8xlarge,32,128,58%,15-20%,US East (N. Virginia),us-east-1,20
i3.metal,64,512,70%,>20%,US East (N. Virginia),us-east-1,25
inf1.xlarge,4,8,70%,>20%,US East (N. Virginia),us-east-1,25
c5n.2xlarge,8,21,64%,>20%,US East (N. Virginia),us-east-1,25
g2.2xlarge,8,15,70%,>20%,US East (N. Virginia),us-east-1,25
f1.16xlarge,64,976,70%,>20%,US East (N. Virginia),us-east-1,25
r5dn.2xlarge,8,64,75%,>20%,US East (N. Virginia),us-east-1,25
