family, generation, instance_type, ECU, vCPU, physical_processor, clock_speed_ghz, pretty_name, memory, network_performance, FPGA, GPU, storage_devices, storage_ssd, storage_nvme_ssd, storage_size, pricing, entry
Memory optimized,current,u-12tb1.metal,0,448,Intel Xeon Scalable (Skylake) processors,,U-12TB1 Metal,12288,25 Gigabit,0,0,,,,,,88
Compute optimized,current,c5d.xlarge,17,4,Intel Xeon Platinum 8124M,3.0 Ghz,C5 High-CPU Extra Large,8,Up to 10 Gigabit,0,0,1,true,true,100,0.192,89
General purpose,current,m5a.2xlarge,0,8,AMD EPYC 7571,2.5 GHz,M5A Double Extra Large,32,Up to 10 Gigabit,0,0,,,,,0.344,89
Compute optimized,current,c5.9xlarge,141,36,Intel Xeon Platinum 8124M,3.0 Ghz,C5 High-CPU 9xlarge,72,10 Gigabit,0,0,,,,,1.53,89
Memory optimized,current,r5ad.xlarge,0,4,AMD EPYC 7571,2.5 GHz,R5AD Extra Large,32,10 Gigabit,0,0,1,true,true,150,0.262,89
General purpose,current,m5.24xlarge,345,96,Intel Xeon Platinum 8175,2.5 GHz,M5 General Purpose 24xlarge,384,25 Gigabit,0,0,,,,,4.608,89
Storage optimized,current,i3en.12xlarge,0,48,Intel Xeon Platinum 8175,3.1 GHz,I3EN 12xlarge,384,50 Gigabit,0,0,4,true,true,7500,5.424,89
General purpose,current,m5d.12xlarge,173,48,Intel Xeon Platinum 8175,2.5 GHz,M5 General Purpose 12xlarge,192,10 Gigabit,0,0,2,true,true,900,2.712,89
Compute optimized,current,c5.large,9,2,Intel Xeon Platinum 8124M,3.0 Ghz,C5 High-CPU Large,4,Up to 10 Gigabit,0,0,,,,,0.085,89
Compute optimized,current,c5n.large,0,2,Intel Xeon Platinum 8124M,3.0 Ghz,C5N Large,5.25,Up to 25 Gigabit,0,0,,,,,0.108,89
Storage optimized,previous,i2.xlarge,14,4,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz,I2 Extra Large,30.5,Moderate,0,0,1,true,false,800,0.853,89
General purpose,current,t2.micro,variable,1,Intel Xeon Family,Up to 3.3 GHz,T2 Micro,1,Low to Moderate,0,0,,,,,0.0116,89
Storage optimized,current,d2.8xlarge,116,36,Intel Xeon E5-2676v3 (Haswell),2.4 GHz,D2 Eight Extra Large,244,10 Gigabit,0,0,24,false,false,2000,5.52,89
Storage optimized,current,i3en.3xlarge,0,12,Intel Xeon Platinum 8175,3.1 GHz,I3EN 3xlarge,96,Up to 25 Gigabit,0,0,1,true,true,7500,1.356,89
Memory optimized,current,z1d.3xlarge,75,12,Intel Xeon Platinum 8151,,Z1D 3xlarge,96,Up to 10 Gigabit,0,0,1,true,true,450,1.116,89
General purpose,current,m5.2xlarge,31,8,Intel Xeon Platinum 8175,2.5 GHz,M5 General Purpose Double Extra Large,32,Up to 10 Gigabit,0,0,,,,,0.384,89
Compute optimized,current,c5.18xlarge,281,72,Intel Xeon Platinum 8124M,3.0 Ghz,C5 High-CPU 18xlarge,144,25 Gigabit,0,0,,,,,3.06,89
Memory optimized,current,x1e.16xlarge,179,64,High Frequency Intel Xeon E7-8880 v3 (Haswell),2.3 GHz,X1E 16xlarge,1952,10 Gigabit,0,0,1,true,false,1920,13.344,89
Storage optimized,previous,i2.8xlarge,104,32,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz,I2 Eight Extra Large,244,10 Gigabit,0,0,8,true,false,800,6.82,89
Storage optimized,previous,i2.2xlarge,27,8,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz,I2 Double Extra Large,61,High,0,0,2,true,false,800,1.705,89
Storage optimized,current,i3en.2xlarge,0,8,Intel Xeon Platinum 8175,3.1 GHz,I3EN Double Extra Large,64,Up to 25 Gigabit,0,0,2,true,true,2500,0.904,89
General purpose,current,m5a.xlarge,0,4,AMD EPYC 7571,2.5 GHz,M5A Extra Large,16,Up to 10 Gigabit,0,0,,,,,0.172,89
GPU instance,current,p3.2xlarge,26,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,P3 Double Extra Large,61,Up to 10 Gigabit,0,1,,,,,3.06,89
General purpose,current,t2.2xlarge,variable,8,Intel Xeon Family,Up to 3.0 GHz,T2 Double Extra Large,32,Moderate,0,0,,,,,0.3712,89
Storage optimized,current,h1.8xlarge,99,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,H1 Eight Extra Large,128,10 Gigabit,0,0,4,false,false,2000,1.872,89
Memory optimized,current,r5d.24xlarge,347,96,Intel Xeon Platinum 8175,,R5D 24xlarge,768,25 Gigabit,0,0,4,true,true,900,6.912,89
Storage optimized,current,i3en.6xlarge,0,24,Intel Xeon Platinum 8175,3.1 GHz,I3EN 6xlarge,192,25 Gigabit,0,0,2,true,true,7500,2.712,89
Memory optimized,current,r4.8xlarge,99,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,R4 High-Memory Eight Extra Large,244,10 Gigabit,0,0,,,,,2.128,89
General purpose,current,t2.large,variable,2,Intel Xeon Family,Up to 3.0 GHz,T2 Large,8,Low to Moderate,0,0,,,,,0.0928,89
Memory optimized,current,x1.16xlarge,174.5,64,High Frequency Intel Xeon E7-8880 v3 (Haswell),2.3 GHz,X1 Extra High-Memory 16xlarge,976,High,0,0,1,true,false,1920,6.669,89
Compute optimized,current,c5d.18xlarge,281,72,Intel Xeon Platinum 8124M,3.0 Ghz,C5 High-CPU 18xlarge,144,25 Gigabit,0,0,2,true,true,900,3.456,89
Memory optimized,current,r5.metal,347,96,Intel Xeon Platinum 8175,,R5 Metal,768,25 Gigabit,0,0,,,,,6.048,89
Memory optimized,current,r5a.large,0,2,AMD EPYC 7571,2.5 GHz,R5A Large,16,10 Gigabit,0,0,,,,,0.113,89
Compute optimized,previous,c3.large,7,2,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,C3 High-CPU Large,3.75,Moderate,0,0,2,true,false,16,0.105,89
Memory optimized,current,r5a.24xlarge,0,96,AMD EPYC 7571,2.5 GHz,R5A 24xlarge,768,20 Gigabit,0,0,,,,,5.424,89
GPU instance,current,g3.16xlarge,188,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,G3 16xlarge,488,20 Gigabit,0,4,,,,,4.56,89
General purpose,current,a1.2xlarge,0,8,AWS Graviton Processor,2.3 GHz,A1 Double Extra Large,16,Up to 10 Gigabit,0,0,,,,,0.204,89
Compute optimized,current,c4.xlarge,16,4,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,C4 High-CPU Extra Large,7.5,High,0,0,,,,,0.199,89
Memory optimized,current,x1e.4xlarge,47,16,High Frequency Intel Xeon E7-8880 v3 (Haswell),2.3 GHz,X1E Quadruple Extra Large,488,Up to 10 Gigabit,0,0,1,true,false,480,3.336,89
General purpose,current,m5ad.xlarge,0,4,AMD EPYC 7571,2.5 GHz,M5AD Extra Large,16,Up to 10 Gigabit,0,0,1,true,true,150,0.206,89
Storage optimized,current,i3en.24xlarge,0,96,Intel Xeon Platinum 8175,3.1 GHz,I3EN 24xlarge,768,100 Gigabit,0,0,8,true,true,7500,10.848,89
Compute optimized,current,c5n.18xlarge,0,72,Intel Xeon Platinum 8124M,3.0 Ghz,C5N 18xlarge,192,100 Gigabit,0,0,,,,,3.888,89
General purpose,current,m4.large,6.5,2,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,M4 General Purpose Large,8,Moderate,0,0,,,,,0.1,89
Storage optimized,current,h1.4xlarge,53.5,16,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,H1 Quadruple Extra Large,64,Up to 10 Gigabit,0,0,2,false,false,2000,0.936,89
Memory optimized,current,x1e.xlarge,12,4,High Frequency Intel Xeon E7-8880 v3 (Haswell),2.3 GHz,X1E Extra Large,122,Up to 10 Gigabit,0,0,1,true,false,120,0.834,89
General purpose,current,m5.large,8,2,Intel Xeon Platinum 8175,2.5 GHz,M5 General Purpose Large,8,Up to 10 Gigabit,0,0,,,,,0.096,89
Compute optimized,current,c5.4xlarge,68,16,Intel Xeon Platinum 8124M,3.0 Ghz,C5 High-CPU Quadruple Extra Large,32,Up to 10 Gigabit,0,0,,,,,0.68,89
General purpose,current,m5d.24xlarge,345,96,Intel Xeon Platinum 8175,2.5 GHz,M5 General Purpose 24xlarge,384,25 Gigabit,0,0,4,true,true,900,5.424,89
Memory optimized,previous,r3.large,6.5,2,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz,R3 High-Memory Large,15.25,Moderate,0,0,1,true,false,32,0.166,89
Compute optimized,current,c4.large,8,2,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,C4 High-CPU Large,3.75,Moderate,0,0,,,,,0.1,89
Memory optimized,current,r5d.xlarge,19,4,Intel Xeon Platinum 8175,,R5D Extra Large,32,10 Gigabit,0,0,1,true,true,150,0.288,89
General purpose,current,m5d.large,8,2,Intel Xeon Platinum 8175,2.5 GHz,M5 General Purpose Large,8,Up to 10 Gigabit,0,0,1,true,true,75,0.113,89
Memory optimized,current,r5.2xlarge,38,8,Intel Xeon Platinum 8175,,R5 Double Extra Large,64,10 Gigabit,0,0,,,,,0.504,89
General purpose,previous,m3.2xlarge,26,8,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,M3 General Purpose Double Extra Large,30,High,0,0,2,true,false,80,0.532,89
General purpose,current,m5d.2xlarge,31,8,Intel Xeon Platinum 8175,2.5 GHz,M5 General Purpose Double Extra Large,32,Up to 10 Gigabit,0,0,1,true,true,300,0.452,89
General purpose,current,m4.10xlarge,124.5,40,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,M4 General Purpose Deca Extra Large,160,10 Gigabit,0,0,,,,,2,89
General purpose,current,m5ad.large,0,2,AMD EPYC 7571,2.5 GHz,M5AD Large,8,Up to 10 Gigabit,0,0,1,true,true,75,0.103,89
Compute optimized,current,c5d.large,9,2,Intel Xeon Platinum 8124M,3.0 Ghz,C5 High-CPU Large,4,Up to 10 Gigabit,0,0,1,true,true,50,0.096,89
Memory optimized,current,r5d.metal,347,96,Intel Xeon Platinum 8175,,R5D Metal,768,25 Gigabit,0,0,4,true,true,900,6.912,89
Memory optimized,current,x1.32xlarge,349,128,High Frequency Intel Xeon E7-8880 v3 (Haswell),2.3 GHz,X1 Extra High-Memory 32xlarge,1952,High,0,0,2,true,false,1920,13.338,89
Compute optimized,current,c5n.2xlarge,0,8,Intel Xeon Platinum 8124M,3.0 Ghz,C5N Double Extra Large,21,Up to 25 Gigabit,0,0,,,,,0.432,89
General purpose,current,m5d.xlarge,16,4,Intel Xeon Platinum 8175,2.5 GHz,M5 General Purpose Extra Large,16,Up to 10 Gigabit,0,0,1,true,true,150,0.226,89
General purpose,current,m5.metal,345,96,Intel Xeon Platinum 8175,2.5 GHz,M5 General Purpose Metal,384,25 Gigabit,0,0,,,,,4.608,89
General purpose,current,m5.12xlarge,173,48,Intel Xeon Platinum 8175,2.5 GHz,M5 General Purpose 12xlarge,192,10 Gigabit,0,0,,,,,2.304,89
GPU instance,current,p3.16xlarge,188,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,P3 16xlarge,488,25 Gigabit,0,8,,,,,24.48,89
General purpose,previous,m3.large,6.5,2,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,M3 General Purpose Large,7.5,Moderate,0,0,1,true,false,32,0.133,89
Compute optimized,current,c5d.4xlarge,68,16,Intel Xeon Platinum 8124M,3.0 Ghz,C5 High-CPU Quadruple Extra Large,32,Up to 10 Gigabit,0,0,1,true,true,400,0.768,89
Memory optimized,current,r5.24xlarge,347,96,Intel Xeon Platinum 8175,,R5 24xlarge,768,25 Gigabit,0,0,,,,,6.048,89
Memory optimized,current,r4.large,7,2,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,R4 High-Memory Large,15.25,Up to 10 Gigabit,0,0,,,,,0.133,89
Memory optimized,previous,r3.xlarge,13,4,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz,R3 High-Memory Extra Large,30.5,Moderate,0,0,1,true,false,80,0.333,89
Memory optimized,current,x1e.32xlarge,340,128,High Frequency Intel Xeon E7-8880 v3 (Haswell),2.3 GHz,X1E 32xlarge,3904,25 Gigabit,0,0,2,true,false,1920,26.688,89
Compute optimized,current,c5n.xlarge,0,4,Intel Xeon Platinum 8124M,3.0 Ghz,C5N Extra Large,10.5,Up to 25 Gigabit,0,0,,,,,0.216,89
General purpose,current,m5a.4xlarge,0,16,AMD EPYC 7571,2.5 GHz,M5A Quadruple Extra Large,64,Up to 10 Gigabit,0,0,,,,,0.688,89
Memory optimized,current,r5ad.2xlarge,0,8,AMD EPYC 7571,2.5 GHz,R5AD Double Extra Large,64,10 Gigabit,0,0,1,true,true,300,0.524,89
General purpose,current,t2.xlarge,variable,4,Intel Xeon Family,Up to 3.0 GHz,T2 Extra Large,16,Moderate,0,0,,,,,0.1856,89
GPU instance,current,p3dn.24xlarge,345,96,Intel Xeon Platinum 8175 (Skylake),2.5 GHz,P3DN 24xlarge,768,100 Gigabit,0,8,2,true,true,900,31.212,89
GPU instance,current,p2.16xlarge,188,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,General Purpose GPU 16xlarge,768,20 Gigabit,0,16,,,,,14.4,89
Compute optimized,previous,c3.8xlarge,108,32,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,C3 High-CPU Eight Extra Large,60,10 Gigabit,0,0,2,true,false,320,1.68,89
General purpose,previous,m3.medium,3,1,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,M3 General Purpose Medium,3.75,Moderate,0,0,1,true,false,4,0.067,89
Memory optimized,current,x1e.2xlarge,23,8,High Frequency Intel Xeon E7-8880 v3 (Haswell),2.3 GHz,X1E Double Extra Large,244,Up to 10 Gigabit,0,0,1,true,false,240,1.668,89
General purpose,current,m5ad.2xlarge,0,8,AMD EPYC 7571,2.5 GHz,M5AD Double Extra Large,32,Up to 10 Gigabit,0,0,1,true,true,300,0.412,89
Memory optimized,current,r5a.2xlarge,0,8,AMD EPYC 7571,2.5 GHz,R5A Double Extra Large,64,10 Gigabit,0,0,,,,,0.452,89
General purpose,current,m5a.12xlarge,0,48,AMD EPYC 7571,2.5 GHz,M5A 12xlarge,192,10 Gigabit,0,0,,,,,2.064,89
General purpose,current,t2.small,variable,1,Intel Xeon Family,Up to 3.3 GHz,T2 Small,2,Low to Moderate,0,0,,,,,0.023,89
Storage optimized,current,d2.xlarge,14,4,Intel Xeon E5-2676v3 (Haswell),2.4 GHz,D2 Extra Large,30.5,Moderate,0,0,3,false,false,2000,0.69,89
Compute optimized,current,c5.2xlarge,34,8,Intel Xeon Platinum 8124M,3.0 Ghz,C5 High-CPU Double Extra Large,16,Up to 10 Gigabit,0,0,,,,,0.34,89
General purpose,current,t3.medium,variable,2,Intel Skylake E5 2686 v5 (2.5 GHz),,T3 Medium,4,Low to Moderate,0,0,,,,,0.0416,89
General purpose,previous,m1.xlarge,8,4,Intel Xeon Family,,M1 General Purpose Extra Large,15,High,0,0,4,false,false,420,0.35,89
Compute optimized,current,c5d.2xlarge,34,8,Intel Xeon Platinum 8124M,3.0 Ghz,C5 High-CPU Double Extra Large,16,Up to 10 Gigabit,0,0,1,true,true,200,0.384,89
General purpose,previous,m3.xlarge,13,4,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz,M3 General Purpose Extra Large,15,High,0,0,2,true,false,40,0.266,89
General purpose,previous,m1.medium,2,1,Intel Xeon Family,,M1 General Purpose Medium,3.75,Moderate,0,0,1,false,false,410,0.087,89
General purpose,current,t3a.medium,variable,2,AMD EPYC 7571,2.5 GHz,T3A Medium,4,Low to Moderate,0,0,,,,,0.0376,89
Memory optimized,current,r4.16xlarge,195,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,R4 High-Memory 16xlarge,488,20 Gigabit,0,0,,,,,4.256,89
Storage optimized,current,i3.xlarge,13,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,I3 High I/O Extra Large,30.5,Up to 10 Gigabit,0,0,1,true,true,950,0.312,89
Memory optimized,current,z1d.2xlarge,53,8,Intel Xeon Platinum 8151,,Z1D Double Extra Large,64,Up to 10 Gigabit,0,0,1,true,true,300,0.744,89
Compute optimized,previous,c3.xlarge,14,4,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,C3 High-CPU Extra Large,7.5,Moderate,0,0,2,true,false,40,0.21,89
Compute optimized,previous,c3.2xlarge,28,8,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,C3 High-CPU Double Extra Large,15,High,0,0,2,true,false,80,0.42,89
Memory optimized,previous,r3.2xlarge,26,8,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz,R3 High-Memory Double Extra Large,61,High,0,0,1,true,false,160,0.665,89
Memory optimized,current,r4.2xlarge,27,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,R4 High-Memory Double Extra Large,61,Up to 10 Gigabit,0,0,,,,,0.532,89
GPU instance,current,p2.8xlarge,94,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,General Purpose GPU Eight Extra Large,488,10 Gigabit,0,8,,,,,7.2,89
General purpose,current,m5.xlarge,16,4,Intel Xeon Platinum 8175,2.5 GHz,M5 General Purpose Extra Large,16,Up to 10 Gigabit,0,0,,,,,0.192,89
Compute optimized,current,c4.8xlarge,132,36,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,C4 High-CPU Eight Extra Large,60,10 Gigabit,0,0,,,,,1.591,89
Compute optimized,current,c5n.9xlarge,0,36,Intel Xeon Platinum 8124M,3.0 Ghz,C5N 9xlarge,96,50 Gigabit,0,0,,,,,1.944,89
Storage optimized,current,d2.2xlarge,28,8,Intel Xeon E5-2676v3 (Haswell),2.4 GHz,D2 Double Extra Large,61,High,0,0,6,false,false,2000,1.38,89
Storage optimized,current,d2.4xlarge,56,16,Intel Xeon E5-2676v3 (Haswell),2.4 GHz,D2 Quadruple Extra Large,122,High,0,0,12,false,false,2000,2.76,89
General purpose,current,m5ad.4xlarge,0,16,AMD EPYC 7571,2.5 GHz,M5AD Quadruple Extra Large,64,Up to 10 Gigabit,0,0,2,true,true,300,0.824,89
Compute optimized,current,c5.xlarge,17,4,Intel Xeon Platinum 8124M,3.0 Ghz,C5 High-CPU Extra Large,8,Up to 10 Gigabit,0,0,,,,,0.17,89
General purpose,current,m5d.4xlarge,60,16,Intel Xeon Platinum 8175,2.5 GHz,M5 General Purpose Quadruple Extra Large,64,Up to 10 Gigabit,0,0,2,true,true,300,0.904,89
General purpose,current,m4.xlarge,13,4,Intel Xeon E5-2676 v3 (Haswell),2.4  GHz,M4 General Purpose Extra Large,16,High,0,0,,,,,0.2,89
Memory optimized,current,r5a.4xlarge,0,16,AMD EPYC 7571,2.5 GHz,R5A Quadruple Extra Large,128,10 Gigabit,0,0,,,,,0.904,89
General purpose,current,t3.xlarge,variable,4,Intel Skylake E5 2686 v5 (2.5 GHz),,T3 Extra Large,16,Moderate,0,0,,,,,0.1664,89
Memory optimized,current,z1d.12xlarge,271,48,Intel Xeon Platinum 8151,,Z1D 12xlarge,384,25 Gigabit,0,0,2,true,true,900,4.464,89
General purpose,current,m4.16xlarge,188,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,M4 General Purpose 16xlarge,256,20 Gigabit,0,0,,,,,3.2,89
Memory optimized,current,r5.12xlarge,173,48,Intel Xeon Platinum 8175,,R5 12xlarge,384,10 Gigabit,0,0,,,,,3.024,89
General purpose,current,m4.4xlarge,53.5,16,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,M4 General Purpose Quadruple Extra Large,64,High,0,0,,,,,0.8,89
Memory optimized,current,r4.xlarge,13.5,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,R4 High-Memory Extra Large,30.5,Up to 10 Gigabit,0,0,,,,,0.266,89
General purpose,previous,m1.small,1,1,Intel Xeon Family,,M1 General Purpose Small,1.7,Low,0,0,1,false,false,160,0.044,89
General purpose,current,a1.xlarge,0,4,AWS Graviton Processor,2.3 GHz,A1 Extra Large,8,Up to 10 Gigabit,0,0,,,,,0.102,89
Memory optimized,current,z1d.6xlarge,134,24,Intel Xeon Platinum 8151,,Z1D 6xlarge,192,10 Gigabit,0,0,1,true,true,900,2.232,89
Memory optimized,current,r5d.4xlarge,71,16,Intel Xeon Platinum 8175,,R5D Quadruple Extra Large,128,10 Gigabit,0,0,2,true,true,300,1.152,89
GPU instance,current,p2.xlarge,12,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,General Purpose GPU Extra Large,61,High,0,1,,,,,0.9,89
Compute optimized,previous,c3.4xlarge,55,16,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,C3 High-CPU Quadruple Extra Large,30,High,0,0,2,true,false,160,0.84,89
Memory optimized,current,r4.4xlarge,53,16,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,R4 High-Memory Quadruple Extra Large,122,Up to 10 Gigabit,0,0,,,,,1.064,89
Memory optimized,current,r5a.xlarge,0,4,AMD EPYC 7571,2.5 GHz,R5A Extra Large,32,10 Gigabit,0,0,,,,,0.226,89
Storage optimized,current,h1.2xlarge,26,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,H1 Double Extra Large,32,Up to 10 Gigabit,0,0,1,false,false,2000,0.468,89
General purpose,current,m5ad.24xlarge,0,96,AMD EPYC 7571,2.5 GHz,M5AD 24xlarge,384,20 Gigabit,0,0,4,true,true,900,4.944,89
FPGA Instances,current,f1.4xlarge,52,16,Intel Xeon E5-2686 v4 (Broadwell),,F1 Quadruple Extra Large,244,10 Gigabit,0,0,1,true,true,940,3.3,89
Storage optimized,current,i3en.xlarge,0,4,Intel Xeon Platinum 8175,3.1 GHz,I3EN Extra Large,32,Up to 25 Gigabit,0,0,1,true,true,2500,0.452,89
Memory optimized,current,r5a.12xlarge,0,48,AMD EPYC 7571,2.5 GHz,R5A 12xlarge,384,10 Gigabit,0,0,,,,,2.712,89
Memory optimized,current,r5ad.24xlarge,0,96,AMD EPYC 7571,2.5 GHz,R5AD 24xlarge,768,20 Gigabit,0,0,4,true,true,900,6.288,89
General purpose,current,m5d.metal,345,96,Intel Xeon Platinum 8175,2.5 GHz,M5 General Purpose Metal,384,25 Gigabit,0,0,4,true,true,900,5.424,89
GPU instance,previous,g2.2xlarge,26,8,Intel Xeon E5-2670 (Sandy Bridge),2.6 GHz,G2 Double Extra Large,15,High,0,1,1,true,false,60,0.65,89
Compute optimized,current,c4.2xlarge,31,8,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,C4 High-CPU Double Extra Large,15,High,0,0,,,,,0.398,89
Memory optimized,current,x1e.8xlarge,91,32,High Frequency Intel Xeon E7-8880 v3 (Haswell),2.3 GHz,X1E Eight Extra Large,976,Up to 10 Gigabit,0,0,1,true,false,960,6.672,89
General purpose,current,m5.4xlarge,60,16,Intel Xeon Platinum 8175,2.5 GHz,M5 General Purpose Quadruple Extra Large,64,Up to 10 Gigabit,0,0,,,,,0.768,89
Storage optimized,current,h1.16xlarge,188,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,H1 16xlarge,256,25 Gigabit,0,0,8,false,false,2000,3.744,89
Memory optimized,current,z1d.xlarge,28,4,Intel Xeon Platinum 8151,,Z1D Extra Large,32,Up to 10 Gigabit,0,0,1,true,true,150,0.372,89
General purpose,current,t3.2xlarge,variable,8,Intel Skylake E5 2686 v5 (2.5 GHz),,T3 Double Extra Large,32,Moderate,0,0,,,,,0.3328,89
GPU instance,current,g3.8xlarge,94,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,G3 Eight Extra Large,244,10 Gigabit,0,2,,,,,2.28,89
Storage optimized,current,i3.metal,208,72,Intel Xeon E5-2686 v4 (Broadwell),,I3 High I/O Metal,512,25 Gigabit,0,0,8,true,true,1900,4.992,89
General purpose,current,m4.2xlarge,26,8,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,M4 General Purpose Double Extra Large,32,High,0,0,,,,,0.4,89
Memory optimized,current,z1d.metal,271,48,Intel Xeon Platinum 8151,,Z1D Metal,384,25 Gigabit,0,0,2,true,true,900,4.464,89
Memory optimized,current,r5ad.large,0,2,AMD EPYC 7571,2.5 GHz,R5AD Large,16,10 Gigabit,0,0,1,true,true,75,0.131,89
Memory optimized,current,r5.4xlarge,71,16,Intel Xeon Platinum 8175,,R5 Quadruple Extra Large,128,10 Gigabit,0,0,,,,,1.008,89
Memory optimized,current,r5d.2xlarge,38,8,Intel Xeon Platinum 8175,,R5D Double Extra Large,64,10 Gigabit,0,0,1,true,true,300,0.576,89
Memory optimized,current,r5.large,9,2,Intel Xeon Platinum 8175,3.1 GHz,R5 Large,16,10 Gigabit,0,0,,,,,0.126,89
Storage optimized,current,i3.large,7,2,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,I3 High I/O Large,15.25,Up to 10 Gigabit,0,0,1,true,true,475,0.156,89
Memory optimized,current,z1d.large,15,2,Intel Xeon Platinum 8151,4.0 GHz,Z1D Large,16,Up to 10 Gigabit,0,0,1,true,true,75,0.186,89
Storage optimized,current,i3.16xlarge,200,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,I3 High I/O 16xlarge,488,20 Gigabit,0,0,8,true,true,1900,4.992,89
General purpose,current,m5ad.12xlarge,0,48,AMD EPYC 7571,2.5 GHz,M5AD 12xlarge,192,10 Gigabit,0,0,2,true,true,900,2.472,89
Storage optimized,current,i3en.large,0,2,Intel Xeon Platinum 8175,3.1 GHz,I3EN Large,16,Up to 25 Gigabit,0,0,1,true,true,1250,0.226,89
Storage optimized,previous,i2.4xlarge,53,16,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz,I2 Quadruple Extra Large,122,High,0,0,4,true,false,800,3.41,89
Compute optimized,current,c5d.9xlarge,141,36,Intel Xeon Platinum 8124M,3.0 Ghz,C5 High-CPU 9xlarge,72,10 Gigabit,0,0,1,true,true,900,1.728,89
Memory optimized,current,r5.xlarge,19,4,Intel Xeon Platinum 8175,,R5 Extra Large,32,10 Gigabit,0,0,,,,,0.252,89
Storage optimized,current,i3.2xlarge,27,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,I3 High I/O Double Extra Large,61,Up to 10 Gigabit,0,0,1,true,true,1900,0.624,89
Memory optimized,current,r5d.large,10,2,Intel Xeon Platinum 8175,,R5D Large,16,10 Gigabit,0,0,1,true,true,75,0.144,89
GPU instance,current,g3.4xlarge,47,16,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,G3 Quadruple Extra Large,122,Up to 10 Gigabit,0,1,,,,,1.14,89
Memory optimized,current,r5d.12xlarge,173,48,Intel Xeon Platinum 8175,,R5D 12xlarge,384,10 Gigabit,0,0,2,true,true,900,3.456,89
GPU instance,previous,g2.8xlarge,104,32,Intel Xeon E5-2670 (Sandy Bridge),2.6 GHz,G2 Eight Extra Large,60,10 Gigabit,0,4,2,true,false,120,2.6,89
Storage optimized,current,i3.4xlarge,53,16,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,I3 High I/O Quadruple Extra Large,122,Up to 10 Gigabit,0,0,2,true,true,1900,1.248,89
Compute optimized,current,c5n.4xlarge,0,16,Intel Xeon Platinum 8124M,3.0 Ghz,C5N Quadruple Extra Large,42,Up to 25 Gigabit,0,0,,,,,0.864,89
General purpose,current,t3a.small,variable,2,AMD EPYC 7571,2.5 GHz,T3A Small,2,Low to Moderate,0,0,,,,,0.0188,89
